Pays_indic,Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
ARM_Exports of goods and services (current million US$),Armenia,ARM,Exports of goods and services (current million US$),423.6296296866119,511.522177782582,661.3841458097172,855.6763481175575,1008.2744399662579,1338.475057949002,1413.8994674555663,1674.5670811224672,1663.6751910485123,1268.7302168858262,1828.7595290377194,2284.326829814368,2926.876972551038,3153.323143543,3315.7212039436354,3137.0209092223477,3558.717362882173,4405.338828347233,4907.543853583087,exports
ARM_Exports of goods and services (current million US$) per capita,Armenia,ARM,_Exports of goods and services (current million US$) per capita,0.000138008493537612,0.00016767442146066837,0.0002179924000140137,0.0002835306919167024,0.00033601083738777954,0.0004489615187187073,0.0004779421025118645,0.0005710143909375402,0.0005721780478207633,0.0004392970227007402,0.0006355776085438283,0.0007941236409233489,0.0010147866111016282,0.0010882594408110342,0.0011384829654218992,0.0010722830552795822,0.0012120369228513068,0.0014959675919040023,0.001662573262193028,exports_hab
ARM_Exports of goods and services (current million US$) per labor unit,Armenia,ARM,_Exports of goods and services (current million US$) per labor unit,0.00034749888004794745,0.00041878274000784475,0.0005408086860255719,0.0006988849941132259,0.0008217174598941168,0.0010866944695265236,0.001145441255064779,0.001351597461344382,0.0013384117023258737,0.0010125491952040343,0.001395790804610699,0.0017025374387739669,0.002166418562369525,0.002318023408345646,0.002459586036702272,0.0023502245016743255,0.002716451648344751,0.0033792265490488905,0.0037660733758704,exports_labor_unit
ARM_GDP (current million US$),Armenia,ARM,GDP (current million US$),1911.5636653900601,2118.46791337873,2376.33504839976,2807.0610086908396,3576.6152404161603,4900.46995009033,6384.4516061421,9206.30170039619,11662.0407138753,8647.936747987042,9260.28493779781,10142.1113344961,10619.3200485857,11121.4657674067,11609.5129397542,10553.3376729872,10546.135160031,11527.458565733401,12457.9419070333,gdp
ARM_GDP per capita (current US$),Armenia,ARM,GDP per capita (current US$),622.742139063498,694.42322774468,783.2406986470419,930.127321851799,1191.91901957402,1643.7530293610998,2158.1436971017897,3139.27749894333,4010.8572425522602,2994.3425444850895,3218.37270660563,3525.8047467115293,3681.8574560431,3838.1858014838203,3986.2316237671293,3607.29669672271,3591.8292755302296,3914.5012684128,4220.4902767124895,gdb_hab
ARM_Gross capital formation (% of GDP),Armenia,ARM,Gross capital formation (% of GDP),21.92233140183,22.904355286200104,25.418296761686896,28.347949983094697,29.122557700026398,35.765438994108,42.2254576837845,44.351622975563295,47.942835821347295,41.1450508029059,38.8147549853077,31.921798979847697,24.6809527475996,22.152490072631302,21.2830406859193,20.7305301265762,18.015508673417102,18.421740214872802,22.3997393267701,FBCF
"ARM_Labor force, total",Armenia,ARM,"Labor force, total",1219082.0,1221450.0,1222954.0,1224345.0,1227033.0,1231694.0,1234371.0,1238954.0,1243022.0,1253006.0,1310196.0,1341719.0,1351021.0,1360350.0,1348081.0,1334775.0,1310061.0,1303653.0,1303093.0,labor_force
"ARM_Population, total",Armenia,ARM,"Population, total",3069591.0,3050687.0,3033978.0,3017932.0,3000720.0,2981269.0,2958307.0,2932618.0,2907618.0,2888092.0,2877319.0,2876538.0,2884229.0,2897584.0,2912403.0,2925553.0,2936146.0,2944809.0,2951776.0,pop
"ARM_Unemployment, total (% of total labor force) (modeled ILO estimate)",Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.0539999008179,10.9329996109009,10.8920001983643,10.7829999923706,10.597999572753901,10.392999649047901,10.0900001525879,9.8120002746582,13.4750003814697,18.436000823974602,19.007999420165998,18.443000793457,17.3010005950928,16.179000854492198,17.497999191284197,18.260999679565398,17.617000579834002,17.7049999237061,17.496000289917,unemployment rate
AUS_Exports of goods and services (% of GDP),Australia,AUS,Exports of goods and services (% of GDP),19.4346594389549,22.2257207126709,20.77459420115,19.0950858969237,17.2032857977397,18.2651015697588,19.8939212990376,20.2036088949588,20.161673233880897,23.004812938193602,19.810007754315,21.4364170540906,21.4808284059974,19.9561676149363,21.0394549992806,19.984845509758998,19.2510570754507,21.2057506620343,21.8219046176483,exports_rate
AUS_Exports of goods and services (current million US$),Australia,AUS,Exports of goods and services (current million US$),80697.10481693142,84096.81227863053,81986.70992046886,89076.29586488064,105368.47346706507,126651.63133363404,148419.43695717314,172356.9129308312,212503.1333930169,213439.84685613294,227050.11891130172,299391.6987084689,332126.2115900183,314546.0141582016,308750.57376296807,270133.954571927,232715.82471975542,281864.39399653126,312681.9626385546,exports
AUS_Exports of goods and services (current million US$) per capita,Australia,AUS,_Exports of goods and services (current million US$) per capita,0.004213287987100267,0.0043319843547432405,0.004172054404290222,0.004477230709856582,0.005235076237718983,0.0062099962408866,0.0071707485762890506,0.008275409213295396,0.01000052394410222,0.00983970121549408,0.010305587114564287,0.013401583575222161,0.014609572785759598,0.013600149590924608,0.013151929778025147,0.011342543302176836,0.009619971037867882,0.01145703593128858,0.012515945547514928,exports_hab
AUS_Exports of goods and services (current million US$) per labor unit,Australia,AUS,_Exports of goods and services (current million US$) per labor unit,0.008403051991447055,0.008590000806799222,0.008242394421735869,0.008795632163461065,0.01028213621203474,0.011996471418941605,0.013737814905074147,0.015705773089506575,0.018861955897670906,0.018554060677501257,0.019401892139490663,0.025221694114915455,0.027603074644260792,0.0257682686197824,0.024999350120366533,0.02146383675517807,0.018263327081931107,0.021700116243594234,0.02359069263225184,exports_labor_unit
AUS_GDP (current million US$),Australia,AUS,GDP (current million US$),415222.63392576796,378376.086723194,394648.911678527,466488.06057076296,612490.3969270171,693407.758231845,746054.2078466609,853099.63099631,1053995.52372426,927805.1833308791,1146138.46560381,1396649.9063393502,1546151.78387296,1576184.46701549,1467483.70513174,1351693.9845245,1208846.99373999,1329188.4757523201,1432881.17200217,gdp
AUS_GDP per capita (current US$),Australia,AUS,GDP per capita (current US$),21679.2478424147,19490.8611097303,20082.4832672749,23447.0310006717,30430.6764374443,33999.2428575835,36044.922810848504,40960.0544948199,49601.6567082178,42772.3591664498,52022.125596187594,62517.833747150304,68012.1479005934,68150.1070413215,62510.7911705641,56755.7217124249,49971.131456129006,54027.9668184568,57354.9640455891,gdb_hab
AUS_Gross capital formation (% of GDP),Australia,AUS,Gross capital formation (% of GDP),26.3080439047188,23.479787707817398,24.493107750317197,26.0162804634439,27.171939946971,27.5588673104423,27.604447878927804,27.571408982019896,28.664594716952895,27.396053628749105,26.8511409755989,26.5072122273973,27.7425576441621,27.8957916614323,26.7456350522042,26.2706966202778,25.37197855862,24.0567962137371,24.528660146276003,FBCF
"AUS_Labor force, total",Australia,AUS,"Labor force, total",9603309.0,9790082.0,9946953.0,10127333.0,10247722.0,10557407.0,10803715.0,10974112.0,11266230.0,11503673.0,11702473.0,11870404.0,12032218.0,12206719.0,12350344.0,12585539.0,12742247.0,12989073.0,13254463.0,labor_force
"AUS_Population, total",Australia,AUS,"Population, total",19153000.0,19413000.0,19651400.0,19895400.0,20127400.0,20394800.0,20697900.0,20827600.0,21249200.0,21691700.0,22031750.0,22340024.0,22733465.0,23128129.0,23475686.0,23815995.0,24190907.0,24601860.0,24982688.0,pop
"AUS_Unemployment, total (% of total labor force) (modeled ILO estimate)",Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.28299999237061,6.74200010299683,6.368000030517581,5.92899990081787,5.39499998092651,5.032000064849849,4.782000064849849,4.3769998550414995,4.23400020599365,5.56099987030029,5.21099996566772,5.080999851226809,5.223999977111821,5.662000179290769,6.0770001411438,6.05399990081787,5.71000003814697,5.59100008010864,5.2979998588562,unemployment rate
AUT_Exports of goods and services (% of GDP),Austria,AUT,Exports of goods and services (% of GDP),43.34627395198871,44.6175555179483,45.31938619858,44.570414719140004,46.8672149740213,48.61975220469321,50.8416688618235,52.560869422371,53.2488606164087,45.207416560843704,51.2621603273359,53.94867085163939,53.9736761965302,53.4412932967224,53.386579046242396,53.089060558795794,52.4063936498056,54.0537009052279,55.690950654202005,exports_rate
AUT_Exports of goods and services (current million US$),Austria,AUT,Exports of goods and services (current million US$),85305.37129168969,88047.33780760624,96701.49632975699,116638.89390519181,141025.42835857955,153625.97935580133,170827.27386777065,204299.60306597306,229126.80533177083,180907.55765490417,200892.68804493907,232583.6770643846,220981.8501498472,229834.28227673468,235966.6142508445,202703.35878135954,207303.2609085638,225532.50983527105,253446.6549716861,exports
AUT_Exports of goods and services (current million US$) per capita,Austria,AUT,_Exports of goods and services (current million US$) per capita,0.010647777387303518,0.01094803904901329,0.011965108986568104,0.014361878934909783,0.017257221623117318,0.018671508529868732,0.020659655421945474,0.024627801003843784,0.027534328602906357,0.021682914308232364,0.024020445269048233,0.027716107210993674,0.026213770590009785,0.02710366505017082,0.02761020185103973,0.0234537103260636,0.023727954514073762,0.02563578492452015,0.028668746442849478,exports_hab
AUT_Exports of goods and services (current million US$) per labor unit,Austria,AUT,_Exports of goods and services (current million US$) per labor unit,0.021878507115886386,0.022652195015853475,0.024340132438918288,0.029216132524168992,0.03624186397580702,0.03824200640888412,0.04192711047521275,0.04907891055320497,0.05443142688008072,0.042499035684520486,0.04697532175290013,0.054023419161585165,0.050770581556966905,0.05230472453693662,0.05347499888408277,0.04544069656527369,0.04569127092438044,0.04938585548502971,0.055082573871647784,exports_labor_unit
AUT_GDP (current million US$),Austria,AUT,GDP (current million US$),196799.77888336102,197337.879194631,213377.771503858,261695.77878103798,300904.221504842,315974.418604651,335998.557270104,388691.44538735296,430294.28738831106,400172.29786051705,391892.74654469,431120.31008882,409425.23415526294,430068.712971867,441996.131736508,381817.565893574,395568.64434103796,417237.86911593,455094.861902062,gdp
AUT_GDP per capita (current US$),Austria,AUT,GDP per capita (current US$),24564.4582948404,24537.5142629883,26401.7454564357,32222.897241165498,36821.521468009305,38403.1338770715,40635.281815972405,46855.7717452095,51708.7657541758,47963.1794023217,46858.0432733717,51374.9584066934,48567.69528642,50716.708706286394,51717.495940551504,44178.047377743205,45276.8314351693,47426.51195977731,51478.2852619277,gdb_hab
AUT_Gross capital formation (% of GDP),Austria,AUT,Gross capital formation (% of GDP),25.926970942079997,25.160766294699897,23.642656839991602,24.4087464611563,24.061026887504802,23.825245637086,23.6103275858496,24.5843049022429,24.467460740570502,22.7753209387926,22.607847118507298,24.140474472755898,23.9771068871648,23.7233900013028,23.5315427854214,23.805525692784098,24.2563259569593,24.835735926173,25.5433717122365,FBCF
"AUT_Labor force, total",Austria,AUT,"Labor force, total",3899049.0,3886923.0,3972924.0,3992277.0,3891230.0,4017205.0,4074387.0,4162676.0,4209458.0,4256745.0,4276558.0,4305238.0,4352557.0,4394140.0,4412653.0,4460833.0,4537043.0,4566743.0,4601213.0,labor_force
"AUT_Population, total",Austria,AUT,"Population, total",8011566.0,8042293.0,8081957.0,8121423.0,8171966.0,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,8479823.0,8546356.0,8642699.0,8736668.0,8797566.0,8840521.0,pop
"AUT_Unemployment, total (% of total labor force) (modeled ILO estimate)",Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.6869997978210405,4.00699996948242,4.848999977111821,4.77899980545044,5.83400011062622,5.627999782562259,5.24300003051758,4.85799980163574,4.12799978256226,5.30100011825562,4.82000017166138,4.56400012969971,4.86499977111816,5.33500003814697,5.619999885559079,5.72300004959106,6.01399993896484,5.499000072479251,4.84800004959106,unemployment rate
AZE_Exports of goods and services (% of GDP),Azerbaijan,AZE,Exports of goods and services (% of GDP),40.1708314787732,41.4986078711716,42.7678350515464,42.0065766459106,48.7890084640454,62.9411060091835,66.5041448400209,68.1289116905555,65.7761378471842,51.6357456848728,54.3047215353821,56.4269805307016,52.9746801915106,48.415833075521604,43.2735566584935,37.79477749172489,46.4276493913136,48.547864732761,54.092293862058604,exports_rate
AZE_Exports of goods and services (current million US$),Azerbaijan,AZE,Exports of goods and services (current million US$),2118.0541683441224,2368.6245033823666,2666.940958650485,3056.4039910405227,4235.066653098607,8337.000211550663,13954.555630176874,22516.839529192395,32133.276533593013,22870.241353570527,28728.665753083333,37214.511839939216,36914.84215885949,35907.32950924153,32560.88231544052,20059.34023033377,17580.998934636867,19839.35626307225,25484.470588235283,exports
AZE_Exports of goods and services (current million US$) per capita,Azerbaijan,AZE,_Exports of goods and services (current million US$) per capita,0.00026315808567255454,0.00029201899883893464,0.000326353068563866,0.00037118859268657446,0.0005098497144523695,0.0009934639217277076,0.0016447019146774871,0.002623942704391222,0.003666759081360318,0.002556121629151072,0.003172919410629446,0.004056925670122563,0.003971138115823204,0.0038131133395769463,0.003414851865982497,0.0020788300703989807,0.0018017357717731053,0.002013323505520253,0.002563889106523207,exports_hab
AZE_Exports of goods and services (current million US$) per labor unit,Azerbaijan,AZE,_Exports of goods and services (current million US$) per labor unit,0.0006054186638380568,0.000663911330489199,0.0007331377226128334,0.0008235182513544822,0.0011160975238042876,0.0021440431276310403,0.0035072219229027187,0.0055229185532809305,0.007617199160461407,0.005247202424831355,0.0064492003120999696,0.008191536740550877,0.007977453017076228,0.0076354823734489,0.006796159421440534,0.00411405542309894,0.0035376193646564956,0.003941180005147589,0.005005737633054088,exports_labor_unit
AZE_GDP (current million US$),Azerbaijan,AZE,GDP (current million US$),5272.617196045171,5707.720390851499,6235.85681958445,7276.013031969051,8680.370408059429,13245.7160990057,20982.9863443027,33050.343782775904,48852.482960077905,44291.4904205026,52902.7033761056,65951.6272002026,69683.9358452139,74164.4359464627,75244.29427514979,53074.3704860433,37867.5189571975,40865.5589123867,47112.941176470595,gdp
AZE_GDP per capita (current US$),Azerbaijan,AZE,GDP per capita (current US$),655.097432602586,703.683843432722,763.080637985358,883.64399654717,1045.00937916805,1578.40239029603,2473.08181863536,3851.4378687117205,5574.6038021861295,4950.29479142375,5842.805783585761,7189.69122920765,7496.294647682629,7875.75695254288,7891.31314749986,5500.31038244408,3880.7387308955604,4147.08971569171,4739.841710283929,gdb_hab
AZE_Gross capital formation (% of GDP),Azerbaijan,AZE,Gross capital formation (% of GDP),20.6735762277188,20.676875611407898,34.5764948453608,53.1714825439026,57.990433987479804,41.534837292872794,29.8593848353266,21.525008374323395,18.6936308461975,18.9486398045026,18.0595784763923,20.267846856879498,22.316723202852604,25.657935443951697,27.5100357372221,27.913571165869797,25.6813382496045,24.378925698557502,20.1294761024821,FBCF
"AZE_Labor force, total",Azerbaijan,AZE,"Labor force, total",3498495.0,3567682.0,3637708.0,3711398.0,3794531.0,3888448.0,3978806.0,4076982.0,4218516.0,4358559.0,4454609.0,4543044.0,4627397.0,4702693.0,4791071.0,4875807.0,4969726.0,5033862.0,5091052.0,labor_force
"AZE_Population, total",Azerbaijan,AZE,"Population, total",8048600.0,8111200.0,8171950.0,8234100.0,8306500.0,8391850.0,8484550.0,8581300.0,8763400.0,8947243.0,9054332.0,9173082.0,9295784.0,9416801.0,9535079.0,9649341.0,9757812.0,9854033.0,9939771.0,pop
"AZE_Unemployment, total (% of total labor force) (modeled ILO estimate)",Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.8000001907349,10.8999996185303,10.0,9.25,8.0,7.300000190734861,6.619999885559079,6.53999996185303,6.050000190734861,5.7399997711181605,5.630000114440921,5.42000007629395,5.19000005722046,4.96999979019165,4.90999984741211,4.96000003814697,5.0,5.0,4.90000009536743,unemployment rate
