"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ghana","GHA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1","14.1","14.1","14.1","14.1","14.1","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","14.7","",
"Gibraltar","GIB","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3","17.3","17.3","17.3","17.3","24.4","28.8","28.7","28.6","28.6","28.6","28.6","28.6","28.6","28.6","",
"Gambia, The","GMB","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8","12.8","12.8","12.8","12.4","12.9","12.8","12.8","12.7","12.7","12.7","12.7","12.7","12.7","12.6","",
"Guinea-Bissau","GNB","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","",
"Equatorial Guinea","GNQ","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","25.4","",
"Greece","GRC","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.7","31.7","31.7","31.7","31.7","31.7","31.7","32.2","32","31","29.3","27.7","28","28.3","28.3","",
"Grenada","GRD","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","",
"Greenland","GRL","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","14.3","",
"Guam","GUM","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","8.8","8.8","8.8","8.8","8.8","8.8","8.8","8.8","9.2","9.2","9.2","9.2","9.2","9.2","",
"High income","HIC","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9612244897959","20.5607843137255","19.9222222222222","19.7745454545455","19.7872727272727","19.6363636363636","19.3842105263158","19.4844827586207","19.12","19.1716666666667","19.2783333333333","19.2216666666667","18.89","18.6475409836066","18.4295081967213","",
"Hong Kong SAR, China","HKG","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.3","5.3","5.3","5.3","5.3","5.3","5.3","4.9","5.1","5.2","5.3","5.3","5.3","5.3","",
"Honduras","HND","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","10.7","10.7","10.7","10.7","10.7","10.7","5.1","7.8","7.8","7.8","7.8","8.1","8.4","8.8","",
"Heavily indebted poor countries (HIPC)","HPC","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4027027027027","14.0763157894737","14.0763157894737","14.0763157894737","14.0657894736842","14.2657894736842","14.7763157894737","14.9447368421053","15.1421052631579","15.5315789473684","15.5552631578947","15.6315789473684","15.6684210526316","15.6868421052632","15.9447368421053","",
"Croatia","HRV","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4","19.4","19.4","19.4","19.4","19.4","19.4","19.4","17.9","17.1","18.8","19.4","19.4","19.4","19.4","",
"Haiti","HTI","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","",
"Hungary","HUN","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.2","40.1","39.4","39.4","39.4","37.1","34.7","34.9","34.3","34.3","34.3","34.3","34.3","29","26.4","",
"IBRD only","IBD","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4616666666667","18.1409836065574","17.8704918032787","17.9409836065574","17.3426229508197","17.1655737704918","16.827868852459","16.6048387096774","17.5","17.3279411764706","17.2352941176471","17.25","17.0735294117647","17.2205882352941","17.0485294117647","",
"IDA & IBRD total","IBT","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2392","14.9803149606299","14.7700787401575","14.7952755905512","14.4484375","14.4328125","14.409375","14.3198473282443","14.7785714285714","14.8078571428571","14.7935714285714","14.8414285714286","14.7792857142857","14.8757142857143","14.9585714285714","",
"IDA total","IDA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2646153846154","12.0590909090909","11.9045454545455","11.8878787878788","11.8134328358209","11.944776119403","12.2074626865672","12.2666666666667","12.2083333333333","12.4277777777778","12.4875","12.5666666666667","12.6125","12.6611111111111","12.9847222222222","",
"IDA blend","IDB","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4692307692308","12.3","11.7769230769231","11.6923076923077","11.8769230769231","11.9615384615385","11.9615384615385","11.9615384615385","11.4666666666667","11.4933333333333","11.7066666666667","11.7733333333333","11.82","11.3666666666667","11.7133333333333","",
"Indonesia","IDN","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","11.3","9.2","10.3","11.5","11.6","11.6","",
"IDA only","IDX","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2134615384615","12","11.9358490566038","11.9358490566038","11.7981481481481","11.9407407407407","12.2666666666667","12.3375","12.4035087719298","12.6736842105263","12.6929824561403","12.7754385964912","12.8210526315789","13.0017543859649","13.319298245614","",
"Isle of Man","IMN","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8","20.8","20.8","20.5","20.5","20.3","20.2","",
"Not classified","INX","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","12.2","12.2","12.2","12.2","11.8","11.8","11.8","12.2","12.2","12.2","12.2","12.2","12.2","12.4","",
"Iran, Islamic Rep.","IRN","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","",
"Iraq","IRQ","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","13.5","",
"Iceland","ISL","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6","13.6","13.4","13.2","12.8","15.3","19.6","19.6","18.6","18.5","18.3","18.3","18.1","18.9","20.6","",
"Israel","ISR","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","6.7","5.9","5.3","5.3","5.3","5.3","4.8","5.2","5.5","5.6","5.8","5.9","5.8","5.8","",
"Italy","ITA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.1","43.2","43.2","43.2","43.4","43.4","43.4","43.4","43.4","43.4","43.4","43.4","23.2","34.8","42.9","",
"Jamaica","JAM","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","13","13","13","13","12.9","12.9","13.3","13.4","13.4","13.4","13.4","13.4","",
"Jordan","JOR","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.9","13.8","13.8","14.4","14.9","15.5","16.1","16.1","",
"Japan","JPN","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","18.1","18.2","18.4","18.5","18.6","18.6","",
"Kazakhstan","KAZ","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8","17.8","17.8","17.9","9.6","11.5","11.2","11.2","11.2","11.2","11.2","11.2","11.2","11.3","10.1","",
"Kenya","KEN","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","6.8","6.8","6.8","6.8","6.8","6.8","6.8","1.9","1.9","1.9","1.9","1.9","1.9","1.9","",
"Kyrgyz Republic","KGZ","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2","27.1","23.7","23.7","21.4","21.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","",
"Cambodia","KHM","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1.3","1.3","1.3","1.3","0.5","0.5","0.5","0.5","0.5","0.5","2.3","",
"Kiribati","KIR","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","8.5","",
"St. Kitts and Nevis","KNA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.3","11.2","11.2","11.2","11.2","11.2","11.2","",
"Korea, Rep.","KOR","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","12.2","11.4","13.4","13.2","12.9","13.2","13.4","13.6","13.6","13.6","13.6","13.5","13.5","13.7","",
"Kuwait","KWT","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","10.7","10.7","10.7","10.7","10.7","10.7","12.4","12.4","12.8","13","13","13","13","13","",
"Latin America & Caribbean (excluding high income)","LAC","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8590909090909","13.9","13.9590909090909","14.1681818181818","14.4090909090909","14.4409090909091","14.2727272727273","14.1636363636364","15.7458333333333","15.8333333333333","15.4291666666667","15.4916666666667","15.5125","15.6125","15.9208333333333","",
"Lao PDR","LAO","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","6.8","6.8","6.8","6.8","",
"Lebanon","LBN","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","23.4","23.8","23.8","23.8","23.8","24.5","24.9","",
"Liberia","LBR","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","6.1","",
"Libya","LBY","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","10.3","10.3","10.3","10.3","10.3","10.3","10.3","",
"St. Lucia","LCA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","",
"Latin America & Caribbean","LCN","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0344827586207","13.0724137931034","12.8566666666667","13.11","13.4766666666667","13.56","13.4645161290323","13.3129032258065","14.4666666666667","14.6242424242424","14.3515151515151","14.3878787878788","14.430303030303","14.5393939393939","14.7878787878788","",
"Least developed countries: UN classification","LDC","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4658536585366","11.2404761904762","11.2404761904762","11.2404761904762","11.2619047619048","11.4428571428571","11.8642857142857","11.9590909090909","11.7644444444444","12.0577777777778","12.0577777777778","12.1244444444444","12.1377777777778","12.3244444444444","12.8644444444444","",
"Low income","LIC","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.148","13.6807692307692","13.6807692307692","13.6807692307692","13.6769230769231","14.1423076923077","14.8230769230769","15.3074074074074","15.6185185185185","15.9185185185185","15.9333333333333","15.9740740740741","15.9851851851852","15.9888888888889","16.337037037037","",
"Liechtenstein","LIE","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2","-2","",
"Sri Lanka","LKA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","16.9","",
"Lower middle income","LMC","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0222222222222","14.9244444444444","14.6733333333333","14.6466666666667","14.4444444444444","14.3977777777778","14.5422222222222","14.1260869565217","13.638","13.816","13.932","13.99","13.74","13.924","14.23","",
"Low & middle income","LMY","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.1052631578947","14.8224137931034","14.6094827586207","14.6284482758621","14.2299145299145","14.2230769230769","14.2837606837607","14.2641666666667","14.8062015503876","14.815503875969","14.7829457364341","14.8612403100775","14.7837209302326","14.8744186046512","15.1279069767442","",
"Lesotho","LSO","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Late-demographic dividend","LTE","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.225","18.4571428571429","17.7090909090909","17.7022222222222","16.8866666666667","16.9155555555556","16.6111111111111","16.4355555555556","17.6625","17.3625","17.225","17.2416666666667","17.2625","17.2333333333333","16.9229166666667","",
"Lithuania","LTU","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2","35.2","35.2","35.2","35.1","35.1","35.1","35.1","35.2","35.2","35.2","35.2","35.2","35.2","35.2","",
"Luxembourg","LUX","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3","15.3","15.3","15.3","15.3","15.1","15.4","15.8","15.6","15.5","15.7","15.5","15.6","15.4","",
"Latvia","LVA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.3","27.2","27.2","26.6","26.6","26.6","26.6","27.2","",
"Macao SAR, China","MAC","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7","19.7","21.5","21.5","22.2","22.7","22.7","22.7","22.2","22.2","22.3","22.6","23.3","23.3","23.3","",
"Monaco","MCO","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9","33.1","31.9","31.4","30.8","30.2","30.6","30.6","30.2","30.2","30.8","31.1","31.3","31.3","29.9","",
"Madagascar","MDG","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","20.3","",
"Maldives","MDV","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","5.3","7.9","7.9","7.9","7.9","7.9","7.9","7.9","",
"Middle East & North Africa","MEA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4294117647059","16.4764705882353","16.1473684210526","16.1263157894737","16.2052631578947","16.1789473684211","15.97","15.7142857142857","15.6","15.7238095238095","15.8285714285714","15.9619047619048","16.1761904761905","16.3047619047619","16.1666666666667","",
"Mexico","MEX","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8","25.9","25.4","25.5","25.6","26.9","27.2","",
"Marshall Islands","MHL","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","11.8","12.8","13","",
"Middle income","MIC","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.3741573033708","15.1522222222222","14.8777777777778","14.9022222222222","14.3879120879121","14.2461538461538","14.1296703296703","13.9612903225806","14.5911764705882","14.5235294117647","14.478431372549","14.5666666666667","14.4656862745098","14.5794117647059","14.8078431372549","",
"North Macedonia","MKD","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","0.8","0.8","0.6","0","0","0","0","0","0","0","0","0","",
"Mali","MLI","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6","32.6","32.6","32.6","32.6","32.6","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","43.1","",
"Malta","MLT","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","10.7","10.6","10.7","10.7","10.9","11.1","11.1","11.1","",
"Myanmar","MMR","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.2","0.3","0.3","0.3","0.3","",
"Middle East & North Africa (excluding high income)","MNA","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7666666666667","18.7666666666667","18.825","18.8416666666667","18.9666666666667","19.025","19.1333333333333","18.3846153846154","18.1769230769231","18.3153846153846","18.3846153846154","18.4692307692308","18.7923076923077","19.0076923076923","18.7846153846154","",
"Montenegro","MNE","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4","19.4","20","18.8","17.9","12.8","12.8","12.8","12.8","12.8","13.3","13.4","13.4","13.4","",
"Mongolia","MNG","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","22.6","22.6","22.6","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","12.4","13.5","",
"Northern Mariana Islands","MNP","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.5","",
"Mauritania","MRT","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.7","8.7","8.7","8.7","8.7","8.7","8.7","4.7","10.3","10.3","10.3","10.3","10.3","10.3","",
"Mauritius","MUS","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.6","6.6","6.6","7.8","8.1","8.6","10.2","10.2","6.8","6.8","7.4","7.7","7.9","8.1","8.2","",
"Malawi","MWI","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.1","1.1","1.1","1.1","1.1","1.1","6.1","9.6","12.4","12.4","12.4","12.4","12.4","12.4","",
"Malaysia","MYS","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","16.4","16.4","16.4","16.4","16.4","16.4","16.7","",
