"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"France","FRA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","9.7","9.7","9.7","9.7","9.7","9.6","12.2","11.9","11.9","11.7","10.4","10.5","10.5","10.5","",
"Faroe Islands","FRO","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.9","52.9","52","52","52","52","52","52","52.1","52.1","52.1","52.1","52.1","52.1","52.1","",
"Gabon","GAB","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.4","1.4","1.4","1.4","1.4","1.4","1.4","",
"United Kingdom","GBR","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.5","1.5","1.5","1.6","1.7","1.6","1.7","1.5","1.6","1.6","1.6","1.7","1.9","2","",
"Georgia","GEO","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3","2","2","2","2","2","2.2","2.2","2.1","2.1","2.1","2.1","2.1","2.1","2.1","",
"Ghana","GHA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.2","0","0","0","0","0","0","30.7","",
"Gibraltar","GIB","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.3","54.3","54.3","54.3","54.3","54.3","54.3","54.4","32.8","32.8","32.8","32.8","32.8","32.8","40.7","",
"Gambia, The","GMB","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261","267.1","267.1","267.1","267.5","266.9","258.2","258.2","253.3","41.3","32.5","32.5","32.5","37.9","11.3","",
"Guinea-Bissau","GNB","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","6.1","6.1","6.1","6.1","6.1","6.1","6.1","5.6","5.6","5.6","5.6","5.6","5.6","5.6","",
"Equatorial Guinea","GNQ","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",
"Greece","GRC","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","0.9","0.9","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","",
"Grenada","GRD","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","12.1","16.5","15.6","15.6","",
"Greenland","GRL","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","",
"Guam","GUM","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6","2.6","2.6","2.6","2.6","2.5","2.5","1.7","1.7","1.7","1.7","1.7","1.7","1.7","",
"High income","HIC","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.83469387755102","3.52352941176471","3.95740740740741","3.15454545454546","3.16909090909091","3.02181818181818","3.09473684210526","3.28275862068966","2.91833333333333","2.92166666666667","2.88","2.76333333333333","2.79666666666667","2.71967213114754","2.74098360655738","",
"Hong Kong SAR, China","HKG","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.2","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","",
"Honduras","HND","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.1","1.1","1.1","1.1","1.1","1.1","1.1","",
"Heavily indebted poor countries (HIPC)","HPC","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3513513513513","50.9710526315789","50.0473684210526","49.0368421052631","49.5526315789473","46.9368421052631","33.4157894736842","32.7368421052631","24.3552631578947","19.2447368421053","19.1605263157895","19.3026315789474","19.9184210526316","20.1736842105263","20.4815789473684","",
"Croatia","HRV","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.4","1.4","1.4","1.4","2.1","1.9","1.8","1.4","1.3","1.2","1.5","1.2","1.1","1.1","",
"Haiti","HTI","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.1","4.1","4.1","4.1","7.6","7.5","7.5","",
"Hungary","HUN","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","7.6","7.7","7.7","7.7","1.8","3.2","3.3","3.2","1.7","2.1","2.1","2.1","2.1","2.1","",
"IBRD only","IBD","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.55666666666667","9.30655737704918","9.09508196721312","8.21311475409836","7.95409836065574","8.16393442622951","8.26393442622951","7.56129032258065","7.31470588235294","7.77794117647059","7.725","7.09705882352941","7.19558823529412","7.22352941176471","7.50735294117647","",
"IDA & IBRD total","IBT","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.0728","22.1157480314961","21.8196850393701","21.148031496063","20.67578125","19.63359375","15.8890625","15.1091603053435","11.8864285714286","10.1771428571429","10.1228571428571","9.73785714285714","9.97928571428571","10.0421428571429","10.2607142857143","",
"IDA total","IDA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.6261538461538","33.9545454545455","33.580303030303","33.1030303030303","32.2582089552239","30.0761194029851","22.8313432835821","21.8913043478261","16.2041666666667","12.4430555555556","12.3875","12.2319444444444","12.6083333333333","12.7041666666667","12.8611111111111","",
"IDA blend","IDB","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5384615384615","14.9153846153846","15.6692307692308","15.9","12.2769230769231","11.3692307692308","11.4230769230769","11.6230769230769","7.54666666666667","4.54","4.56666666666667","4.46","4.76","4.70666666666667","4.72666666666667","",
"Indonesia","IDN","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.4","0.4","0.4","0.4","0.4","0.4","",
"IDA only","IDX","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6480769230769","38.6245283018868","37.9735849056604","37.322641509434","37.0685185185185","34.5796296296296","25.5777777777778","24.275","18.4824561403509","14.5228070175439","14.4456140350877","14.2771929824561","14.6736842105263","14.8087719298246","15.0017543859649","",
"Isle of Man","IMN","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2","11.3","11.3","12.1","12.2","10.1","7.9","",
"Not classified","INX","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.2","1.2","1.3","1.3","1.8","1.8","1.8","1.4","1.4","1.4","1.4","1.4","1.4","1.4","",
"Iran, Islamic Rep.","IRN","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","",
"Iraq","IRQ","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","3","3","3","3","2.3","2.3","2.3","",
"Iceland","ISL","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","4.7","4.3","4.3","4.2","4.2","2.9","3.1","2.8","2.8","2.9","2.9","2.9","2.9","2.9","",
"Israel","ISR","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.5","2.4","1.5","1.7","1.8","1.8","1.8","1.3","1.4","1.4","1.4","1.5","1.5","1.5","",
"Italy","ITA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","1.8","1.8","1.9","1.6","1.6","1.6","1.6","",
"Jamaica","JAM","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.7","7.7","7.7","7.7","7.7","6.5","5","5","4.8","6.4","6.9","5.7","5.7","8.1","8.1","",
"Jordan","JOR","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.6","3.6","3.6","3.6","3.6","2.3","2.3","2","2","2","2","2","2","2","",
"Japan","JPN","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.2","4.2","4.2","4.2","4.2","4.2","",
"Kazakhstan","KAZ","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6","2.5","2.5","2.5","1.6","1.6","1.6","1.5","1.5","1.8","1.8","1.9","1.9","1.9","",
"Kenya","KEN","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","10.1","9.4","9.4","9.4","9.4","9.7","9.5","5.4","5.4","5.4","5.4","5.4","5.2","5.2","",
"Kyrgyz Republic","KGZ","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","35","35","0.4","8","8","3.1","3.1","3.1","3.1","3.1","3.1","2.8","",
"Cambodia","KHM","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","1","1","1","1","1.8","1.8","1.8","",
"Kiribati","KIR","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"St. Kitts and Nevis","KNA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","8.2","8.4","8.4","8.4","8.4","8.4","8.4","8","8","8","8","8","8","8","",
"Korea, Rep.","KOR","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.8","1.7","1.7","1.7","1.7","1.7","1.4","1.4","1.4","1.4","1.4","1.4","1.4","1.4","",
"Kuwait","KWT","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Latin America & Caribbean (excluding high income)","LAC","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3863636363636","12.3818181818182","12.6045454545455","12.5727272727273","12.9318181818182","12.4272727272727","13.0590909090909","13.0318181818182","12.75","13.5666666666667","13.5666666666667","12","12.5541666666667","12.6083333333333","12.5291666666667","",
"Lao PDR","LAO","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.5","0.6","0.7","0.7","0.7","0.6","3.7","3.7","3.7","3.7","0.9","0.9","",
"Lebanon","LBN","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","",
"Liberia","LBR","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.1","36.8","37.1","37.1","37.1","37.1","2.4","4.5","4.5","7","4.8","4.8","4.8","4.8","",
"Libya","LBY","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","",
"St. Lucia","LCA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9","2.9","2.9","2.9","2.9","2.9","3.1","3.3","3.3","3.3","3.3","3.3","3.3","3.3","",
"Latin America & Caribbean","LCN","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6724137931034","12.6689655172414","13.7","12.35","12.5933333333333","12.22","12.2451612903226","12.2225806451613","12.0151515151515","12.3818181818182","12.3484848484848","11.0212121212121","11.4666666666667","11.5060606060606","11.5151515151515","",
"Least developed countries: UN classification","LDC","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.2365853658537","44.0738095238095","43.2738095238095","41.9452380952381","42.4595238095238","40.1428571428571","27.9166666666667","26.2909090909091","19.0066666666667","14.4111111111111","14.3177777777778","14.4955555555556","15.0177777777778","15.1688888888889","14.7377777777778","",
"Low income","LIC","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.44","58.5769230769231","57.25","56.2115384615385","57.1346153846154","54.0615384615384","35.0384615384615","32.9481481481481","22.1518518518519","13.437037037037","13.162962962963","12.9259259259259","13.962962962963","14.1740740740741","13.4814814814815","",
"Liechtenstein","LIE","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2","-2","",
"Sri Lanka","LKA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3","17.3","17.3","17.3","17.3","57.1","70.3","37.4","37.1","37.1","37.1","37.1","37.1","37.1","37.1","",
"Lower middle income","LMC","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.88","18.2866666666667","18.4644444444444","18.2622222222222","17.1777777777778","16.5888888888889","17.0911111111111","16.0478260869565","13.948","13.266","13.338","13.094","13.006","13.008","13.564","",
"Low & middle income","LMY","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4061403508772","23.4301724137931","23.1025862068966","22.7525862068966","22.2247863247863","21.0811965811966","17.0213675213675","16.1408333333333","12.6279069767442","10.7038759689923","10.668992248062","10.2418604651163","10.4790697674419","10.5480620155039","10.7922480620155","",
"Lesotho","LSO","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3.4","3.4","3.4","3.2","2.9","2.8","2.8","2.8","2.8","2.8","2.8","2.8","",
"Late-demographic dividend","LTE","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4525","5.95952380952381","6.55227272727273","5.51777777777778","5.54","5.55555555555556","6.11555555555555","5.59111111111111","5.04791666666667","5.12916666666667","5.05625","4.91875","4.89166666666667","4.96875","5.39166666666667","",
"Lithuania","LTU","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","6","2.1","1.9","1.9","2.2","2.2","2","1.7","1.3","1.5","1.5","1.6","1.5","1.5","",
"Luxembourg","LUX","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.8","0.8","0.8","",
"Latvia","LVA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.3","2.3","2.7","3.8","3.8","3.7","3.7","2.9","2.9","3","3","3","3","3.1","",
"Macao SAR, China","MAC","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","1.5","1.5","1.5","1.8","1.8","1.8","1.8","1.1","1.4","1.4","1.4","1.4","1.4","1.4","",
"Monaco","MCO","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","",
"Madagascar","MDG","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","2.7","2.7","2.7","2.1","2.1","2.1","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","",
"Maldives","MDV","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","9.3","9.3","9.3","9.3","9.3","9.3","9.3","9.2","9.2","9.2","9.2","9.2","9.2","9.2","",
"Middle East & North Africa","MEA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3941176470588","4.72941176470588","4.18421052631579","4.0421052631579","4.04736842105263","4.06842105263158","3.835","3.64285714285714","3.58571428571429","3.63333333333333","3.68571428571429","3.26666666666667","3.27619047619048","3.27619047619048","3.27619047619048","",
"Mexico","MEX","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","0.9","0.9","0.9","",
"Marshall Islands","MHL","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.9","52.9","52.9","52.9","52.9","52.9","52.9","52.9","53","53","53","53","53","53","53","",
"Middle income","MIC","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2842696629213","13.2766666666667","13.2377777777778","13.0866666666667","12.2505494505494","11.6582417582418","11.8736263736264","11.2612903225806","10.106862745098","9.98039215686275","10.0088235294118","9.53137254901961","9.55686274509804","9.58823529411765","10.0803921568627","",
"North Macedonia","MKD","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","1.9","1.9","1.9","1.9","1.9","1.9","1.9","",
"Mali","MLI","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.6","5.6","5.6","5.6","5.6","5.6","5.6","3.9","3.9","3.9","3.9","3.9","3.9","3.9","",
"Malta","MLT","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","",
"Myanmar","MMR","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","6","4.8","4.2","4.2","4.2","",
"Middle East & North Africa (excluding high income)","MNA","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8166666666667","6.54166666666667","6.39166666666667","6.24166666666667","6.25833333333333","6.28333333333333","6.19166666666667","5.63846153846154","5.6","5.66923076923077","5.66923076923077","4.99230769230769","4.97692307692308","4.97692307692308","4.97692307692308","",
"Montenegro","MNE","Other taxes payable by businesses (% of commercial profits)","IC.TAX.OTHR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4.2","4.2","3.8","3.7","3.7","0.7","0.7","0.7","0.7","0.7","0.5","0.5","0.5","",
