Pays_indic,Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
RWA_GDP (current US$),Rwanda,RWA,GDP (current US$),2068929591.8205,1966668013.56865,1965903267.6350698,2138244785.22473,2376384754.32462,2933282014.74806,3319198499.64737,4069636441.7548103,5179108956.462729,5673410333.93145,6124120673.41998,6884889635.54451,7655138385.443741,7819538349.2413,8246166341.35632,8545441361.06541,8697268915.96904,9253098954.27769,9635951159.79293
RWA_GDP per capita (current US$),Rwanda,RWA,GDP per capita (current US$),260.778016134062,238.929746146063,233.28459363468102,249.877825744394,273.760518872435,331.8111623697,367.032490290627,438.833629321407,543.765076219239,579.939049362446,610.012400560673,668.8689633651641,725.627681285034,723.258312827439,743.9947581597839,751.6393697484519,745.342751593952,772.3184717754281,783.287184222986
RWA_Gross capital formation (% of GDP),Rwanda,RWA,Gross capital formation (% of GDP),12.291535917961301,12.784974598780101,12.6177874892191,13.169971765025199,14.3590666654035,15.1511595714838,15.0265722167978,16.7922034513556,21.346103667516502,21.017507869655102,20.533025086498398,20.899825891038198,23.301174648283897,24.430567627726898,23.226537927649197,24.2343109456885,25.670584427666803,23.835030231729398,22.619646420253897
"RWA_Unemployment, total (% of total labor force) (modeled ILO estimate)",Rwanda,RWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.75900000333786,0.8119999766349789,0.8899999856948849,0.9190000295639041,0.9240000247955319,0.9200000166893009,0.88400000333786,0.856000006198883,0.861000001430511,1.00999999046326,1.07200002670288,1.1019999980926498,1.1380000114440902,1.1779999732971203,1.1690000295639,1.14300000667572,1.11300003528595,1.06299996376038,1.01699995994568
SAU_Exports of goods and services (current US$),Saudi Arabia,SAU,Exports of goods and services (current US$),82259466666.66673,72980533333.33342,77641333333.33351,98956800000.00005,131920533333.33322,187388647220.51712,225506542056.07483,249318478985.9906,322853599999.9998,202056266666.66653,261831199999.99988,376224266666.66626,399419733333.3336,387643939066.6672,354541430159.9998,218010394722.26712,200860075477.28513,239993341453.8668,314916582179.4398
SAU_GDP (current US$),Saudi Arabia,SAU,GDP (current US$),189514926222.667,184137469724.863,189605920240.51602,215807655244.42398,258742263029.008,328459700124.06396,376900135720.729,415964583059.205,519796738631.128,429097899279.01294,528207332649.536,671238840108.229,735974843348.6641,746647127407.619,756350347320.381,654269902888.715,644935541446.453,688586244286.5121,786521831571.957
SAU_GDP per capita (current US$),Saudi Arabia,SAU,GDP per capita (current US$),9171.33014525259,8684.647400303349,8695.40007247388,9609.9669743435,11185.1389747634,13791.4501296897,15384.740242111799,16516.626534036102,20078.255419304198,16113.1437099688,19262.5525186107,23745.8016143957,25243.3586980136,24844.7443707585,24463.9031634311,20627.9327823422,19879.2975306167,20803.7459178785,23338.9634580718
SAU_Gross capital formation (% of GDP),Saudi Arabia,SAU,Gross capital formation (% of GDP),19.3169994907529,19.623137749923398,19.6933513218545,19.4924706622149,19.8646266896479,20.174851054806002,22.2151682479145,26.472930722136503,27.2957857659293,31.7153042150143,30.9263274243352,26.970852890312198,26.541548644133396,26.4697392765907,28.750587459240798,34.1726024171598,30.932606208937997,28.8517515604035,24.076942162563
"SAU_Unemployment, total (% of total labor force) (modeled ILO estimate)",Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.57000017166138,4.61999988555908,5.269999980926509,5.55999994277954,5.82000017166138,6.050000190734861,6.25,5.73000001907349,5.07999992370605,5.380000114440921,5.550000190734861,5.76999998092651,5.51999998092651,5.57000017166138,5.71999979019165,5.59000015258789,5.650000095367429,5.889999866485599,6.03999996185303
SDN_Exports of goods and services (current US$),Sudan,SDN,Exports of goods and services (current US$),1959294026.1356478,1502577773.482788,2069337700.808934,2616599317.9553885,3810409600.248147,5086917942.613196,6832645406.4010935,10045701106.095919,13138471581.666807,7977568937.351954,11484242890.084558,10024154589.371954,4864730110.5571165,5103738632.536212,5292261478.256076,6078916177.051601,5088615985.765623,4313255937.141346,2621211724.3366427
SDN_GDP (current US$),Sudan,SDN,GDP (current US$),12257418326.0734,13182979783.533,14803189092.7044,17646503525.1743,21457470202.7839,26524538565.7403,35822408611.5588,45898948564.0593,54526580231.5568,49957202646.4102,58167563412.7594,57060450038.1388,52766746152.1786,57730380599.5285,64941713057.3775,74294508239.5524,51772232494.854004,45021077955.327995,33128480498.7296
SDN_GDP per capita (current US$),Sudan,SDN,GDP per capita (current US$),366.17280759380697,383.015998737117,418.251841315996,484.84473514811896,573.306926117939,689.2095569665789,905.309744891891,1128.4103496544199,1304.5330505517,1163.79695168321,1401.47747416771,1437.7732945888001,1457.89458202637,1557.2283100384197,1709.99960541964,1909.73875450207,1299.26119456743,1111.86844893858,623.867252394076
SDN_Gross capital formation (% of GDP),Sudan,SDN,Gross capital formation (% of GDP),24.888030863039198,24.4766638943825,26.4230531461252,26.7146628619492,29.3206131399083,28.128634079688602,28.9223320985723,27.5918981750909,24.5752677832725,24.4958949850585,23.0456155187906,21.5779652992453,19.1390763845809,19.5319177486778,16.4395972798353,16.5601085537545,19.612385209045502,18.6329397518893,12.0923094439516
"SDN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Sudan,SDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.4359998703003,15.430999755859402,15.5290002822876,15.5380001068115,15.447999954223599,15.331000328064,15.086000442504899,14.8719997406006,14.8000001907349,13.0,15.1859998703003,17.4400005340576,17.465999603271502,17.499000549316403,17.3910007476807,17.3159999847412,17.222999572753903,17.0599994659424,16.8999996185303
SEN_Exports of goods and services (current US$),Senegal,SEN,Exports of goods and services (current US$),1654350828.2508857,1773819370.1967928,1927765449.2572465,2311722942.675699,2759309509.567562,2978080165.0374713,3036158353.3518834,2871511233.409032,3497613806.7146454,3116968874.3616567,3218800216.5748296,3792732561.964114,3967114126.2971363,4209550908.7271967,4311504862.814181,4030818402.2745,4105254827.1565466,4604564108.189924,5347710355.542795
SEN_GDP (current US$),Senegal,SEN,GDP (current US$),5924239700.81588,6174898370.14018,6752510282.957439,8683229268.119791,10167441854.4694,11022821631.8674,11847848224.8947,14285970085.1384,16949789464.5284,16248212852.2153,16230887978.4993,17902207621.6248,17824398468.8858,18965572150.2913,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23236007428.2582
SEN_GDP per capita (current US$),Senegal,SEN,GDP per capita (current US$),604.654066013211,615.2684717237059,656.622707739447,823.721145085384,940.551691829693,993.9320410956391,1040.9039942562101,1222.3729182258,1411.92933206154,1317.2356874274499,1280.22546972155,1373.5207890206698,1329.98137880303,1376.0698157719198,1396.6582253392498,1219.24866243037,1269.9021081051599,1361.69958778497,1465.5910064019101
SEN_Gross capital formation (% of GDP),Senegal,SEN,Gross capital formation (% of GDP),22.3946575422762,22.724822264447198,17.1760208572509,22.275856092179104,21.6250273164111,24.486310366079802,24.703551291403304,22.4948254912217,24.953395012837895,19.3135132155921,19.086401422965697,20.196202379612398,24.9113251492573,24.2077450233388,25.8807867671935,25.8333087504104,25.3616730282266,29.8155743419591,31.621590566324702
"SEN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Senegal,SEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.605999946594241,5.60500001907349,5.650000095367429,6.712999820709231,7.80299997329712,8.942999839782711,10.0299997329712,9.85200023651123,9.802000045776369,10.2329998016357,10.3450002670288,10.3599996566772,9.427000045776369,8.54199981689453,7.61100006103516,6.756999969482419,6.705999851226809,6.6149997711181605,6.52699995040894
SGP_Exports of goods and services (current US$),Singapore,SGP,Exports of goods and services (current US$),180957134570.76572,164229725958.58652,170349156707.24908,197816209390.42606,246120399952.66724,287771208844.02795,338933161306.5631,385007166080.5519,443359389356.1384,370529804056.37714,474820095342.86755,567998330418.1912,580494438665.2805,600013186286.2631,604367926761.8971,549431990107.65283,526075859572.92847,583579115069.8827,663143979833.9281
SGP_GDP (current US$),Singapore,SGP,GDP (current US$),96074477958.2367,89794943349.8912,92537752708.5893,97645448283.7791,115035498757.54301,127807618360.971,148630373214.173,180941941477.00897,193611986712.84198,194152286008.93802,239809387605.427,279351168707.26697,295087220933.024,307576360584.992,314851156183.411,308004146057.60803,318652334419.11,341863349989.138,373217081850.534
SGP_GDP per capita (current US$),Singapore,SGP,GDP per capita (current US$),23852.3270285975,21700.020045831498,22159.688863274103,23730.1524496489,27608.5373712744,29961.2632774569,33769.1541633501,39432.9383493761,40007.469261214,38927.2068817715,47236.9602345421,53890.4287270504,55546.4885386921,56967.4257940383,57562.5307937678,55646.618746950495,56828.2953471601,60913.74533349401,66188.7793961798
SGP_Gross capital formation (% of GDP),Singapore,SGP,Gross capital formation (% of GDP),35.1740359977879,27.6094317950146,25.0736127933875,17.2245248736318,22.8924616706012,21.506936250429,22.379263444766803,23.0659529090098,30.159676368977898,27.3701152111674,27.6582275190447,26.691994345527895,29.2629426703058,29.979502185541502,29.4300082792766,25.353193018866,26.7427607491012,27.354017578833698,25.490906548175303
"SGP_Unemployment, total (% of total labor force) (modeled ILO estimate)",Singapore,SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.70000004768372,3.75999999046326,5.650000095367429,5.92999982833862,5.84000015258789,5.59000015258789,4.480000019073491,3.9000000953674303,3.9600000381469704,5.860000133514401,4.11999988555908,3.89000010490417,3.72000002861023,3.85999989509583,3.74000000953674,3.7899999618530296,4.07999992370605,4.19999980926514,4.01900005340576
SLE_Exports of goods and services (current US$),Sierra Leone,SLE,Exports of goods and services (current US$),115314755.50881924,85492032.32384257,107153406.38399231,192923463.52059197,238584015.10383865,290042436.8530108,317931420.7201231,336802821.4525192,338717766.50975317,331270804.7199216,432978661.2285428,478655062.61539423,1251015326.4787583,1408534692.4826841,1542664519.092049,816852288.7706838,915541736.2718592,974210447.7579175,713559228.9289
SLE_GDP (current US$),Sierra Leone,SLE,GDP (current US$),635874002.198748,1090467712.30773,1253340519.53311,1385810072.19217,1448536630.8814301,1650494366.99875,1885112201.85278,2158496872.85796,2505458705.03338,2453899846.88317,2578026297.15912,2942546781.0454803,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3739577973.2394295,4085114794.22324
SLE_GDP per capita (current US$),Sierra Leone,SLE,GDP per capita (current US$),138.698692243778,229.37551478137698,252.39621027916198,266.447110343097,266.56956753911203,292.349325247085,323.389184871498,360.37214180868204,408.48074207499,391.20100531652804,401.835001366837,448.33752552786103,566.3786569374939,716.835304734774,714.7007123886959,588.2284527028489,501.41571285783203,499.38070781976,533.991184258936
SLE_Gross capital formation (% of GDP),Sierra Leone,SLE,Gross capital formation (% of GDP),1.09681037230364,10.866122185384901,11.671714473636401,11.227252656412102,10.3249941449724,11.299643303043,10.37877253609,9.453366280431599,9.11182535979638,9.99348099831275,31.0890790326066,42.03715869147779,27.476628421852396,13.7613158025103,13.6891239618034,15.5287736993293,20.121690839642802,18.4931002952779,17.435115756227802
"SLE_Unemployment, total (% of total labor force) (modeled ILO estimate)",Sierra Leone,SLE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.41300010681152,3.41100001335144,3.45099997520447,3.4560000896453897,3.42000007629395,3.49399995803833,3.51200008392334,3.5399999618530296,3.62700009346008,3.97000002861023,4.15700006484985,4.2930002212524405,4.44099998474121,4.59700012207031,4.67799997329712,4.63700008392334,4.586999893188481,4.5,4.41699981689453
SLV_Exports of goods and services (current US$),El Salvador,SLV,Exports of goods and services (current US$),3161574400.000002,3071774700.000004,3231026199.999994,3433269900.0000005,3555578400.0000067,3713680000.000002,4150319999.999997,4349400000.000003,4809800000.000008,4215800000.000006,4971099999.99999,5878599999.999997,6110240000.00001,6536780000.000009,6677029999.999992,6911039999.999996,6884530000.000011,7251410000.000005,7517169999.999989
SLV_GDP (current US$),El Salvador,SLV,GDP (current US$),11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698001400.0,15999886400.0,17011750900.0,17986890000.0,17601620000.0,18447920000.0,20283790000.0,21386140000.0,21990970000.0,22593480000.0,23438240000.0,24191440000.0,24979200000.0,26117400000.0
SLV_GDP per capita (current US$),El Salvador,SLV,GDP per capita (current US$),2001.5380092446699,2072.2998424499697,2124.10288862918,2209.4965079694502,2278.43184290573,2428.5695118886397,2631.8204151430105,2786.15792171718,2933.39567537172,2858.47963017276,2983.2297709769396,3266.01206202074,3428.4071797615998,3509.5314926261603,3589.0421926289705,3705.57794598177,3805.9936662847294,3910.25719295906,4067.6594488115397
SLV_Gross capital formation (% of GDP),El Salvador,SLV,Gross capital formation (% of GDP),17.6690604559246,17.7140700026255,17.0646701352869,18.4292273233695,18.1407410137797,18.6047063514363,20.0754550357308,20.8000341693223,20.172636848282302,14.054615427443599,16.6716356098682,17.7898706306859,17.7095539447511,17.019349305646802,16.397208398175,16.016944958324498,15.9675488519906,16.6769552267487,20.290917166333603
"SLV_Unemployment, total (% of total labor force) (modeled ILO estimate)",El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.96000003814697,6.96000003814697,5.73000001907349,6.2600002288818395,6.050000190734861,7.21999979019165,6.57000017166138,6.40999984741211,5.880000114440921,7.32999992370605,4.89300012588501,4.29699993133545,3.84299993515015,3.69300007820129,4.15399980545044,3.99799990653992,4.4180002212524405,4.38500022888184,4.00600004196167
SRB_Exports of goods and services (current US$),Serbia,SRB,Exports of goods and services (current US$),603908121.3122901,2681201308.5511565,3440308206.8936553,5203770400.136157,6571202472.02021,7741608183.014592,9563353180.690386,11781287690.215282,14845675522.894281,11899419359.993862,13489125666.258005,16256083858.105593,15524118113.109306,19285832719.774456,19802613644.204556,17915468415.993214,19742887851.04676,22297844539.98695,25540389777.499584
SRB_GDP (current US$),Serbia,SRB,GDP (current US$),6875845986.52121,12960538723.7591,17120906918.3503,22482365321.7656,26141968161.0924,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622
SRB_GDP per capita (current US$),Serbia,SRB,GDP per capita (current US$),914.785719885861,1727.28119565526,2283.8466849494102,3005.42635224484,3502.80292389567,3720.4791546743104,4382.61727851692,5848.47640545105,7101.040141168621,6169.11419477823,5735.42285659849,6809.15980400146,6015.94522756969,6755.07367461629,6600.05680854589,5588.98072768556,5765.200762027111,6292.54362926707,7252.401857739921
SRB_Gross capital formation (% of GDP),Serbia,SRB,Gross capital formation (% of GDP),9.1649686060246,17.2973473474859,18.932494483506698,19.8975403504869,26.156085091338,22.7083776880588,21.735331479839896,24.9881285700727,26.4197940569405,18.6565603001571,17.600002805652,18.3292589755142,19.268917146902197,17.3777410764951,16.522393621898697,18.680924428538,18.078016967434603,19.575185628694197,22.6548819241069
"SRB_Unemployment, total (% of total labor force) (modeled ILO estimate)",Serbia,SRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.6000003814697,12.8000001907349,13.8000001907349,15.1999998092651,18.5,20.8500003814697,20.8500003814697,18.0599994659424,13.7049999237061,16.1420001983643,19.2180004119873,22.9659996032715,24.0,22.1539993286133,19.2229995727539,17.659999847412102,15.2569999694824,13.4770002365112,12.7329998016357
SVK_Exports of goods and services (current US$),Slovak Republic,SVK,Exports of goods and services (current US$),15520010134.512608,17565070246.085022,20013929041.97249,29182816027.088078,39585649366.774315,45394964556.64715,57443155187.55487,72086157952.36787,80524297641.71698,60583638510.697464,69727530607.6197,84162728632.68013,85952964123.7718,92420771966.52364,92590193818.99771,81400844579.19498,84017898919.70967,90870846654.87779,101703390231.18987
SVK_GDP (current US$),Slovak Republic,SVK,GDP (current US$),29169953012.7142,30752150335.5705,35130340673.8189,46816589164.7856,57332015147.7527,62785305310.2848,70708098105.6329,86454081576.7862,100469509301.304,89046289247.0131,90310718349.0156,99122802874.1718,94534730680.6023,98848641554.6311,101189715749.37401,88467555243.7256,89655253976.4258,95494424978.5166,105701930962.982
SVK_GDP per capita (current US$),Slovak Republic,SVK,GDP per capita (current US$),5413.15062068807,5717.217089690171,6533.55321303732,8712.698793120591,10671.8218610632,11685.7548224391,13159.7594413964,16085.611523338,18677.2927109318,16531.6705140706,16750.7974416083,18361.569476008302,17481.8954435252,18260.0157710019,18674.3440568625,16310.9884090005,16508.6703604932,17556.6008176369,19406.3475337924
SVK_Gross capital formation (% of GDP),Slovak Republic,SVK,Gross capital formation (% of GDP),27.0580015512427,30.6487535998283,30.0851739241083,25.5836437557658,26.7492066358991,29.6680142703481,28.4714749494002,28.2055455194968,28.414062208642395,20.502923145064198,23.8403319660873,25.21218398685,20.6474505956961,20.8981339407632,21.743272196115303,24.252964525781397,23.046390542388398,22.9321336294241,23.198686793637
"SVK_Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.0620002746582,19.381999969482397,18.7210006713867,17.120000839233402,18.5990009307861,16.256000518798803,13.373000144958501,11.1429996490479,9.50800037384033,12.0249996185303,14.378999710083,13.616999626159698,13.963000297546401,14.2209997177124,13.184000015258801,11.480999946594201,9.670000076293949,8.13099956512451,6.53599977493286
SVN_Exports of goods and services (current US$),Slovenia,SVN,Exports of goods and services (current US$),10172240637.107174,10802787759.131289,12290189526.184542,15114769177.368952,18946986796.213272,21655505534.137516,25611438966.252674,32595881467.28714,36838675845.905945,28842909141.428146,30955558259.681835,36188777199.289406,33953235581.057182,35922181727.42984,38023086500.1134,33243499233.27793,34714574721.396545,40388825720.14008,45926691437.52071
SVN_GDP (current US$),Slovenia,SVN,GDP (current US$),20289627636.6767,20876309970.385,23489890274.3142,29634713641.0968,34414784504.2352,36206395970.6504,39481045038.2637,48006372844.2376,55552509154.8264,50368056404.5568,48161250405.2468,51516366654.8197,46580457470.2769,48401896808.3064,49930685013.4603,43090173394.6913,44736333522.4522,48586603447.6954,54161636034.6517
SVN_GDP per capita (current US$),Slovenia,SVN,GDP per capita (current US$),10201.3035366727,10479.7596309273,11777.1556578814,14849.037241503202,17233.1385611279,18098.9085440003,19672.9655554146,23787.6465566688,27483.3371698569,24694.2304876707,23509.5431355463,25095.1322896197,22643.1002515007,23496.602499332002,24214.9220717273,20881.7669299329,21663.643413767,23512.8172674713,26115.9133661854
SVN_Gross capital formation (% of GDP),Slovenia,SVN,Gross capital formation (% of GDP),28.9023377666574,26.674425429297198,25.4445877177915,26.5620186213536,28.7976168108594,28.46096851835,30.291584701926197,33.0465894207859,32.8857309363166,23.451295323253603,22.3616415935922,21.6900550045524,18.759266749770898,19.5866071668353,19.3740246262637,19.1636779594983,18.4268674769369,20.0468091320798,21.1800366368295
"SVN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.9180002212524405,5.68200016021729,5.92199993133545,6.479000091552731,6.01200008392334,6.50600004196167,5.949999809265139,4.81799983978271,4.3709998130798295,5.85699987411499,7.23600006103516,8.16600036621094,8.84000015258789,10.1020002365112,9.66800022125244,8.96199989318848,8.0,6.56400012969971,5.10799980163574
SWE_Exports of goods and services (current US$),Sweden,SWE,Exports of goods and services (current US$),113698565846.63072,104038105933.72113,110067473888.52931,134823837849.20201,164409367388.31665,176558857769.8682,200916212626.38583,233886636681.068,254126018418.7772,189692701664.53302,221523364067.80453,259899243504.9586,248769750722.59964,249565101475.46948,251793490103.5381,221067597699.18585,220140602021.14188,236613045812.2441,253749019031.88376
SWE_GDP (current US$),Sweden,SWE,GDP (current US$),262835454366.855,242395852494.409,266849061835.659,334337212322.076,385118044877.465,392218088878.779,423093437423.762,491252589217.021,517706149201.19604,436537014293.55396,495812558843.31,574094112972.7329,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.54706,541018749769.09705,555455371487.089
SWE_GDP per capita (current US$),Sweden,SWE,GDP per capita (current US$),29624.9126748618,27247.857734792997,29899.195249508102,37321.7979047059,42821.6731423358,43437.0631164776,46593.602164611104,53700.0053363063,56152.552340314,46946.9602719954,52869.0442891587,60755.7595508465,58037.821319217306,61126.9431963979,60020.360457657196,51545.483609532195,51965.157153198496,53791.5087298403,54589.0603860606
SWE_Gross capital formation (% of GDP),Sweden,SWE,Gross capital formation (% of GDP),22.9100251603824,22.9611727457942,22.1393999852213,21.945803870539198,21.853413582249104,22.2789854268982,23.2559003712118,24.881500886371605,24.5907029754242,21.036631811579603,22.9620372393966,23.834271527842002,22.591225528881804,22.523125845776402,23.5041187358023,24.4286897924407,24.715387049377497,25.7247095950915,26.0083971479852
"SWE_Unemployment, total (% of total labor force) (modeled ILO estimate)",Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.46600008010864,4.730000019073491,4.96500015258789,5.55499982833862,6.69299983978271,7.48600006103516,7.06599998474121,6.16099977493286,6.235000133514401,8.35099983215332,8.60999965667725,7.80399990081787,7.97599983215332,8.052000045776369,7.95300006866455,7.43200016021729,6.9899997711181605,6.71799993515015,6.34600019454956
SWZ_Exports of goods and services (current US$),Eswatini,SWZ,Exports of goods and services (current US$),1238728118.965964,1141012626.1746287,1160646199.9677422,1840996073.869421,1981737785.621402,1804665324.7998986,1837879805.0653486,2118881695.8582892,1744257989.1541185,1775447608.4827154,2062831284.4888785,1678871396.895784,1793016565.1644328,1863608072.4176867,1939667087.4528933,1751537858.0450807,1681302489.5306458,1915868748.7808893,1886791240.24743
SWZ_GDP (current US$),Eswatini,SWZ,GDP (current US$),1738100853.05052,1542477355.35654,1432228172.7020001,2197612767.195,2770082822.46579,3178126554.8094897,3291353806.39445,3469363925.39813,3294093364.16017,3580417161.33448,4438778547.23269,4820499497.32134,4886658806.33374,4597702903.128921,4422304974.7989,4062660889.82685,3816018484.52711,4402972999.534861,4665424249.061561
SWZ_GDP per capita (current US$),Eswatini,SWZ,GDP per capita (current US$),1728.70533953017,1521.7676198184301,1405.44185636161,2148.61993542738,2699.13340186438,3083.82623244748,3176.7003378024797,3327.44187456422,3137.3961151871504,3385.84292591115,4168.50517706719,4496.60037883323,4527.66898764161,4230.3440556779,4038.5572283991796,3679.7997994888397,3425.55950940688,3914.6132524517498,4106.1971526456
SWZ_Gross capital formation (% of GDP),Eswatini,SWZ,Gross capital formation (% of GDP),23.545477338914598,23.6979087321933,21.4165637329381,19.293853022085198,19.3761728686979,17.3558283860514,16.4776547332302,16.0430021669221,15.701501980065599,15.384313263953302,14.4850916397052,12.898767708954999,11.8242435453183,12.220861712320099,12.5969127374915,12.5164738237291,12.8399694538449,12.8306974069955,13.2492003051104
"SWZ_Unemployment, total (% of total labor force) (modeled ILO estimate)",Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",24.4200000762939,25.054000854492198,25.827999114990202,26.500999450683604,27.048999786377,27.559999465942397,27.8840007781982,28.239999771118196,27.4449996948242,27.44700050354,26.9179992675781,26.242000579834,25.597999572753896,24.9710006713867,24.1870002746582,23.4549999237061,22.7180004119873,22.5380001068115,22.3610000610352
TCD_Exports of goods and services (current US$),Chad,TCD,Exports of goods and services (current US$),233937659.1608452,250908652.4984985,253418848.01961303,675636759.1922286,2256048302.985942,3190156278.4016347,3534906245.597458,3849613664.0608473,4437596327.130041,3264609061.4922547,3930727091.035599,4732260047.669086,4757484164.625927,4347930831.083886,4762356368.199507,3285310490.3032207,2655214530.5410466,3387430128.680176,4067531256.3856215
TCD_GDP (current US$),Chad,TCD,GDP (current US$),1385058161.7674599,1710843360.64955,1997005786.5411801,2742815194.54993,4422855929.21428,6649307057.03314,7428701809.405971,8650138068.631609,10393834720.852,9290728773.35723,10668102734.8132,12172309522.6171,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916
TCD_GDP per capita (current US$),Chad,TCD,GDP per capita (current US$),165.762986567833,197.14603666762798,221.416365065764,292.600786538938,454.336085210286,658.566777363616,710.396262816236,799.6042593944701,929.3828349946381,803.686040787996,892.568720336954,984.735891490329,967.352797482929,979.8124096381559,1020.28820350586,776.0195323080369,693.449386475774,665.94835269506,726.149881109447
TCD_Gross capital formation (% of GDP),Chad,TCD,Gross capital formation (% of GDP),23.2739022193722,40.2503769127795,60.1561730229097,52.1217743293301,24.2838719183309,20.7043067306768,22.1928809408226,22.3151966222437,21.8790251665976,30.2310820496655,34.4790567038919,28.4721327154028,31.1002643259055,29.252546920430998,33.7597111060361,28.459159113376604,24.391794786096302,21.293134691391398,20.867514283755398
"TCD_Unemployment, total (% of total labor force) (modeled ILO estimate)",Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.03100001811981,1.08000004291534,1.15499997138977,1.2120000123977699,1.24199998378754,1.26400005817413,1.2480000257492099,1.2389999628067,1.2669999599456798,1.47099995613098,1.57000005245209,1.63300001621246,1.7039999961853,1.78100001811981,1.8009999990463301,1.8329999446868899,1.85599994659424,1.84800004959106,1.83800005912781
TGO_Exports of goods and services (current US$),Togo,TGO,Exports of goods and services (current US$),419928303.79325765,428890160.6123011,514236826.391034,692499642.5500793,750964252.6152556,810928660.8991137,831033136.7910767,909564359.559225,1135689997.4162889,1196576436.0380616,1297652377.9679775,1689772659.2715583,1750943039.974239,2008533718.1888764,1817014148.4490454,1498688202.5507946,1578380292.0525908,1596123837.0279722,1710977924.966667
TGO_GDP (current US$),Togo,TGO,GDP (current US$),1488185772.47585,1481141849.98469,1698678686.38235,2111093197.99043,2255942249.33218,2280575830.0833697,2349495620.59025,2659095101.1002603,3310277926.58997,3365711796.38206,3429461495.41335,3872459249.74631,3873308389.3000603,4321655656.33177,4574986536.90791,4180866177.03946,4486979198.3066,4819949975.26077,5364369025.6397295
TGO_GDP per capita (current US$),Togo,TGO,GDP per capita (current US$),302.206394294343,292.567357624045,326.855600126755,396.03004405108595,412.58939196230796,406.400950539125,407.69469789241697,449.14423282443903,544.147523365142,538.4419515764,534.044366810198,587.0971367924669,571.8067239441671,621.398853574683,640.934219628827,570.910279013434,597.471088804109,626.091527901405,679.97276057805
TGO_Gross capital formation (% of GDP),Togo,TGO,Gross capital formation (% of GDP),15.304472735200601,16.347466322322,16.9815002039767,14.6403166178743,14.064256825924199,16.4928828004266,18.488141906411602,17.8944723230091,21.1849171321406,22.0962618680718,22.028324098727197,28.612577995069298,25.580136816310397,27.390313760269603,27.9172954664879,32.223295224447796,32.0086919600498,23.6183361671107,25.320665051248103
"TGO_Unemployment, total (% of total labor force) (modeled ILO estimate)",Togo,TGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.46099996566772,4.4569997787475595,4.52400016784668,4.53000020980835,4.467999935150151,4.3899998664856,4.22900009155273,3.5699999332427996,3.04999995231628,2.7960000038147004,2.39199995994568,1.98199999332428,2.0520000457763703,2.12700009346008,2.16100001335144,2.2039999961852996,2.17499995231628,2.1259999275207497,2.0789999961853
THA_Exports of goods and services (current US$),Thailand,THA,Exports of goods and services (current US$),81953041249.70737,76088350937.05205,81447761993.10538,93686958534.00996,114062537292.65288,129499031578.73816,152293199936.6452,181094466107.73462,208095295272.45895,181530283674.29092,226787541383.02106,262743566281.97195,274121307076.83633,282342608865.4557,278596296775.2265,271423628448.0417,277248331274.5772,304266112351.87006,328570049086.66595
THA_GDP (current US$),Thailand,THA,GDP (current US$),126392233706.79,120296476180.402,134300851255.002,152280677649.055,172895749632.046,189318549680.38397,221758196504.936,262942476722.425,291382991177.698,281710416557.292,341104820155.464,370819140946.553,397558222957.17,420333203150.426,407339361695.577,401295941041.296,413430123185.367,456294704152.64703,506514103905.26794
