Pays_indic,Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Simple Indicator
"SDN_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Sudan,SDN,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",420.84803434163166,534.0559614514461,500.2664140562937,639.9155930999381,748.8845346563247,1599.2983341622228,1185.7744294229783,1510.2117634283932,1683.7572718474212,2044.6393605649184,2318.7236632777563,2488.5510826884283,3124.9912945598658,3640.5493446318715,2444.202094809303,3065.6601686102185,2614.4899165790075,1346.6030085463892,1312.2612866962763,1207.8822353698,1237.5393128315964,1514.244082112743,1446.314360249553,1132.830130410509,exports_labor_unit
"SDN_GDP per capita, PPP (constant 2017 international $)",Sudan,SDN,"GDP per capita, PPP (constant 2017 international $)",1951.3415855120002,2012.32297391709,2165.6818708822,2198.24012064727,2205.01567741223,2280.9152086703198,2362.52528698598,2445.16769581177,2561.6822653157997,2587.82964041215,2705.18811616204,2895.89583701547,3141.70242721134,3295.90146934524,3313.3114809632,3217.7667655522496,3654.21173420449,4006.72167408386,4083.6557788902296,4093.14257664224,4191.82346055407,4284.81105560184,4362.57840927293,4160.597868211989,gdb_hab
"SDN_GDP, PPP (constant 2017 international $)",Sudan,SDN,"GDP, PPP (constant 2017 international $)",58527303617.8175,61991607736.3886,68542097459.9614,71495236541.74,73714517090.612,78392342871.5178,83488127700.3954,88854138342.8268,95726643167.3418,99444002881.0164,106892098294.886,117650048296.789,131205581015.763,141442192339.291,146027532617.769,151093690672.444,148120626377.333,148893157058.62198,155436558427.121,159601365471.307,167431475301.143,175300714521.68,176646781224.52698,172601659390.565,gdp
SDN_Gross capital formation (% of GDP),Sudan,SDN,Gross capital formation (% of GDP),14.1236313216024,12.473059441108699,15.770546249206099,17.9490725427545,16.8106292615574,24.888030863039198,24.4766638943825,26.4230531461252,26.7146628619492,29.3206131399083,28.128634079688602,28.9223320985723,27.5918981750909,24.5752677832725,24.4958949850585,23.0456155187906,21.5779652992453,19.1390763845809,19.5319177486778,16.4395972798353,16.5601085537545,19.612385209045502,18.6329397518893,12.0923094439516,FBCF
"SDN_Labor force, total",Sudan,SDN,"Labor force, total",6911032.0,7150691.0,7321371.0,7487984.0,7657461.0,7835104.0,8025018.0,8224621.0,8430084.0,8636843.0,8841043.0,9017365.0,9189270.0,9361569.0,9540477.0,9730694.0,9952705.0,10193741.0,10471692.0,10767864.0,11069998.0,11378646.0,11701253.0,12055376.0,labor_force
"SDN_Population, total",Sudan,SDN,"Population, total",24094747.0,24782383.0,25413917.0,26015521.0,26626520.0,27275015.0,27971082.0,28704778.0,29460519.0,30214193.0,30949516.0,31661823.0,32360621.0,33060837.0,33783788.0,34545013.0,35349681.0,36193783.0,37072550.0,37977655.0,38902950.0,39847440.0,40813396.0,41801533.0,pop
"SDN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Sudan,SDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.390000343322802,15.4160003662109,15.3920001983643,15.3839998245239,15.4720001220703,15.4359998703003,15.430999755859402,15.5290002822876,15.5380001068115,15.447999954223599,15.331000328064,15.086000442504899,14.8719997406006,14.8000001907349,13.0,15.1859998703003,17.4400005340576,17.465999603271502,17.499000549316403,17.3910007476807,17.3159999847412,17.222999572753903,17.0599994659424,16.8999996185303,unemployment rate
SEN_Exports of goods and services (% of GDP),Senegal,SEN,Exports of goods and services (% of GDP),30.866341703810896,26.9840157946281,27.3148894773708,27.696563963326803,28.0564682167105,27.9251163321945,28.7262925455488,28.548870989840697,26.6228481512416,27.138680004888602,27.017403206704603,25.626242805611803,20.100218720157102,20.635146023697,19.1834566835865,19.8313254385016,21.1858372002273,22.256650810528697,22.195749621308103,21.7782967413225,22.677194501672396,21.560858096268202,21.930083147716697,23.014755749472,exports_rate
"SEN_Exports of goods and services, PPP (constant 2017 international $)",Senegal,SEN,"Exports of goods and services, PPP (constant 2017 international $)",5909960488.00888,5270572538.78838,5501872862.349037,5907823512.956588,6364442039.954145,6537290206.876745,7032905728.589208,7035235845.851465,6999070802.508096,7553542425.193584,7942595380.247244,7719066432.642128,6353534835.529191,6787203551.797998,6441754171.736207,6896560937.056825,7475055608.496853,8254736141.911527,8464468520.813063,8854539700.32463,9807052318.642506,9916935390.537258,10833936184.271837,12095130004.303217,exports
"SEN_Exports of goods and services, PPP (constant 2017 international $) per capita",Senegal,SEN,"_Exports of goods and services, PPP (constant 2017 international $) per capita",680.0746784535803,591.3446354417936,602.5568915613513,632.0032462227465,665.1297884873388,667.2247079658159,700.7605469801038,684.1153018822765,663.9560511367247,698.7497159081557,716.1868622697223,678.1659360544074,543.6374899058782,565.3788088348055,522.2302638341341,543.9722692191971,573.5127473861902,615.933568520642,614.1496573760677,624.6707398062532,672.7084336309143,661.4144043041276,702.6181001865015,762.8898299460349,exports_hab
"SEN_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Senegal,SEN,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",2378.256588643318,2070.129523709198,2111.59911939793,2218.265988459486,2337.7317789528192,2344.907489086368,2462.1459601917536,2398.6116291606386,2327.026078955205,2447.2064146978596,2506.43693881882,2369.533698765185,1918.9119798614836,2017.2255708285886,1883.9730629348246,1984.8320446760476,2118.1747415978803,2302.347058301733,2323.087372730062,2391.391865205622,2606.169501001725,2557.276821678293,2710.2436717718574,2934.283907609798,exports_labor_unit
"SEN_GDP per capita, PPP (constant 2017 international $)",Senegal,SEN,"GDP per capita, PPP (constant 2017 international $)",2203.2888930586,2191.46267902614,2205.96496303067,2281.8832222639103,2370.68252265332,2389.3354642773,2439.43956871207,2396.29546865697,2493.93320866671,2574.73729666397,2650.83530341655,2646.37286549825,2704.63469813243,2739.88276208724,2722.29490465583,2742.99502020728,2707.05727588635,2767.41354197492,2766.96965794964,2868.3176982385103,2966.45351602599,3067.66271245302,3203.9007579397,3314.78568901839,gdb_hab
"SEN_GDP, PPP (constant 2017 international $)",Senegal,SEN,"GDP, PPP (constant 2017 international $)",19146941820.0577,19532202244.8476,20142394743.7426,21330528656.1148,22684402009.5283,23410073315.7555,24482469213.3095,24642781314.7322,26289714619.3642,27833123880.1332,29398071011.7848,30121725183.029,31609282087.8495,32891473333.9115,33579736321.7017,34776096829.4508,35283267485.963,37088851382.826004,38135537953.1183,40657631795.07,43246320958.7908,45995086773.7203,49402166472.86099,52553805636.5456,gdp
SEN_Gross capital formation (% of GDP),Senegal,SEN,Gross capital formation (% of GDP),18.928615344148,20.2473894056882,19.4937865913849,23.1205358251177,22.372160435947197,22.3946575422762,22.724822264447198,17.1760208572509,22.275856092179104,21.6250273164111,24.486310366079802,24.703551291403304,22.4948254912217,24.953395012837895,19.3135132155921,19.086401422965697,20.196202379612398,24.9113251492573,24.2077450233388,25.8807867671935,25.8333087504104,25.3616730282266,29.8155743419591,31.621590566324702,FBCF
"SEN_Labor force, total",Senegal,SEN,"Labor force, total",2484997.0,2546011.0,2605548.0,2663262.0,2722486.0,2787867.0,2856413.0,2933045.0,3007732.0,3086598.0,3168879.0,3257631.0,3311009.0,3364623.0,3419239.0,3474632.0,3529008.0,3585357.0,3643629.0,3702672.0,3763014.0,3877928.0,3997403.0,4122004.0,labor_force
"SEN_Population, total",Senegal,SEN,"Population, total",8690164.0,8912861.0,9130877.0,9347774.0,9568722.0,9797734.0,10036104.0,10283699.0,10541467.0,10810083.0,11090116.0,11382268.0,11687080.0,12004701.0,12335084.0,12678148.0,13033809.0,13401991.0,13782420.0,14174731.0,14578459.0,14993528.0,15419381.0,15854360.0,pop
"SEN_Unemployment, total (% of total labor force) (modeled ILO estimate)",Senegal,SEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.5819997787475595,5.593999862670901,5.58400011062622,5.580999851226809,5.622000217437741,5.605999946594241,5.60500001907349,5.650000095367429,6.712999820709231,7.80299997329712,8.942999839782711,10.0299997329712,9.85200023651123,9.802000045776369,10.2329998016357,10.3450002670288,10.3599996566772,9.427000045776369,8.54199981689453,7.61100006103516,6.756999969482419,6.705999851226809,6.6149997711181605,6.52699995040894,unemployment rate
SGP_Exports of goods and services (% of GDP),Singapore,SGP,Exports of goods and services (% of GDP),181.120940871727,175.64311239294997,169.296886140865,166.787570508849,176.745012905762,188.35089028475102,182.894180709771,184.08611806653198,202.586206389804,213.95169544264598,225.15966773691602,228.037617061062,212.77939373137102,228.99377093511902,190.844935011128,197.998960793027,203.327708649538,196.719612875759,195.077796338143,191.953535787505,178.384608499682,165.093992024864,170.705375433905,177.683180133621,exports_rate
"SGP_Exports of goods and services, PPP (constant 2017 international $)",Singapore,SGP,"Exports of goods and services, PPP (constant 2017 international $)",311314505182.4485,324455125266.5741,338751168241.50006,326403565157.8116,365689086971.47675,424927612775.03357,408206102335.9043,426950233980.68866,491169115707.2993,569661325355.9669,643620986279.2361,710547447025.0702,722821115836.4363,792435201167.2568,661219773641.4999,785653100391.3744,857931165799.885,867082158107.6261,901438809408.1898,921932009806.1982,882366431200.0353,843112400826.5607,909574143100.571,979304631352.1045,exports
"SGP_Exports of goods and services, PPP (constant 2017 international $) per capita",Singapore,SGP,"_Exports of goods and services, PPP (constant 2017 international $) per capita",88328.55020886572,88390.43553132426,89238.08672133948,83113.28292043533,92375.51780497821,105496.40860705217,98647.87785436686,102240.26484528997,119365.70725160658,136718.80558546763,150880.6600741523,161437.9736797721,157525.4485816774,163746.71574040578,132573.45278785893,154755.67754834692,165505.9420628489,163217.40062190406,166959.0224201811,168551.83365855357,159415.73845863747,150360.23700365413,162069.34061963548,173676.34376440578,exports_hab
"SGP_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Singapore,SGP,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",170490.5249814476,169393.50058529718,169481.00130356086,157298.90521245077,173617.22217043518,196607.60005100342,183069.5498430587,191615.35039433322,222985.43044855,254478.38902321237,277714.91839660506,292135.13997912646,279851.3733093689,283948.4863384552,227743.42145032948,261420.25869784987,277644.2120776136,270345.01363838563,275460.112076389,274055.6599361118,255613.98247773512,241144.732999006,260094.94853587233,280297.7706377966,exports_labor_unit
"SGP_GDP per capita, PPP (constant 2017 international $)",Singapore,SGP,"GDP per capita, PPP (constant 2017 international $)",48767.7182901903,50323.883656523096,52711.002993338094,49831.8206008198,52264.8510904414,56010.5707212541,53937.1331944717,55539.367074022695,58920.945003496505,63901.716367617,67010.5181761266,70794.4486354387,74032.2856547611,71507.0611186188,69466.5817461326,78159.8433287318,81398.6166283515,82969.5617208165,85585.86653848531,87808.6631574958,89366.3078891257,91075.5353114299,94940.97078529699,97744.9546061693,gdb_hab
"SGP_GDP, PPP (constant 2017 international $)",Singapore,SGP,"GDP, PPP (constant 2017 international $)",171882115720.085,184724081033.534,200092970380.825,195700173677.207,206902068103.30603,225604249670.72,223192504404.322,231929619932.765,242449436444.958,266256981127.161,285850922036.03,311592208418.318,339704471923.151,346050985549.2,346469647519.30396,396796577741.959,421945032232.986,440770569559.449,462091958351.661,480289152280.471,494642692898.927,510686300867.68,532832748112.69604,551152129658.896,gdp
SGP_Gross capital formation (% of GDP),Singapore,SGP,Gross capital formation (% of GDP),33.8813128046581,35.0401245569948,38.1697972076704,31.4900376302754,32.6914753593956,35.1740359977879,27.6094317950146,25.0736127933875,17.2245248736318,22.8924616706012,21.506936250429,22.379263444766803,23.0659529090098,30.159676368977898,27.3701152111674,27.6582275190447,26.691994345527895,29.2629426703058,29.979502185541502,29.4300082792766,25.353193018866,26.7427607491012,27.354017578833698,25.490906548175303,FBCF
"SGP_Labor force, total",Singapore,SGP,"Labor force, total",1825993.0,1915393.0,1998756.0,2075053.0,2106295.0,2161298.0,2229787.0,2228163.0,2202696.0,2238545.0,2317560.0,2432256.0,2582875.0,2790771.0,2903354.0,3005326.0,3090038.0,3207317.0,3272484.0,3364032.0,3451949.0,3496292.0,3497085.0,3493801.0,labor_force
"SGP_Population, total",Singapore,SGP,"Population, total",3524506.0,3670704.0,3796038.0,3927213.0,3958723.0,4027887.0,4138012.0,4175950.0,4114826.0,4166664.0,4265762.0,4401365.0,4588599.0,4839396.0,4987573.0,5076732.0,5183688.0,5312437.0,5399162.0,5469724.0,5535002.0,5607283.0,5612253.0,5638676.0,pop
"SGP_Unemployment, total (% of total labor force) (modeled ILO estimate)",Singapore,SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.29999995231628,3.5699999332427996,2.5,3.41000008583069,4.84999990463257,3.70000004768372,3.75999999046326,5.650000095367429,5.92999982833862,5.84000015258789,5.59000015258789,4.480000019073491,3.9000000953674303,3.9600000381469704,5.860000133514401,4.11999988555908,3.89000010490417,3.72000002861023,3.85999989509583,3.74000000953674,3.7899999618530296,4.07999992370605,4.19999980926514,4.01900005340576,unemployment rate
SLE_Exports of goods and services (% of GDP),Sierra Leone,SLE,Exports of goods and services (% of GDP),18.588436382769398,17.445234596833902,13.199694663440699,14.061562197109001,13.827891602578099,18.1348435554968,7.839941646957881,8.54942489403508,13.921349497439598,16.4706925608544,17.5730643286243,16.865384479907597,15.603581626068099,13.5191917483725,13.499768751389198,16.7949668203799,16.2666933861058,32.9053270557266,28.6267570505227,30.760039380061897,19.3625445264294,24.914093257470697,26.051347364045,17.4672993262746,exports_rate
"SLE_Exports of goods and services, PPP (constant 2017 international $)",Sierra Leone,SLE,"Exports of goods and services, PPP (constant 2017 international $)",889152702.2734646,849104290.968466,604704902.2568557,655687671.9775877,632029393.1315521,884030178.5541846,357927416.21924204,493430060.81959623,878298888.6524016,1107698810.2378218,1235079161.9921637,1235409457.1019354,1235083958.3072753,1127863278.1515357,1162148078.930708,1523120491.6278172,1568372139.7737296,3654262949.797356,3837688652.084958,4311581909.699708,2154960974.2546196,2940730022.1774073,3204458000.643347,2222616538.6402383,exports
"SLE_Exports of goods and services, PPP (constant 2017 international $) per capita",Sierra Leone,SLE,"_Exports of goods and services, PPP (constant 2017 international $) per capita",206.58958773832185,196.88616993953764,139.4839486939559,149.64971266066482,141.63510870920214,192.82724131749396,75.28859811530873,99.3663537145319,168.8688844127077,203.84627251642885,218.76752011684866,211.93330398162493,206.20361185856885,183.88266703135756,185.26978490251744,237.40763447974388,238.9630944127793,544.3901458764306,559.1054536995968,614.4354326631616,300.4722273934991,401.25460846281595,427.92114938941774,290.53226100288157,exports_hab
"SLE_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Sierra Leone,SLE,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",575.8768484631875,550.1250690607013,389.37705472925137,417.86035922365073,395.14481704867563,538.8528790183609,209.92379406829892,278.284610636545,473.10005012313735,556.9283836881308,602.8361069300055,590.809881141638,581.0038114586275,523.130349065573,531.682587935229,686.7727532980147,698.2736252655101,1604.9699319484428,1661.8449846944382,1840.6622201169514,889.0554158707804,1183.4490352565806,1257.3232340618986,850.1801211114143,exports_labor_unit
"SLE_GDP per capita, PPP (constant 2017 international $)",Sierra Leone,SLE,"GDP per capita, PPP (constant 2017 international $)",1111.38765781193,1128.5957138992599,1056.72102461798,1064.24670717904,1024.2711816080198,1063.2969660168199,960.3208991296871,1162.2577535461999,1213.02093912495,1237.63024392129,1244.90251686215,1256.61709185527,1321.51461632421,1360.16021115681,1372.39228548602,1413.5641768083801,1469.0330034553301,1654.4134174824699,1953.08694139838,1997.51185319166,1551.82200863819,1610.5527273905402,1642.6065930855402,1663.29239326573,gdb_hab
"SLE_GDP, PPP (constant 2017 international $)",Sierra Leone,SLE,"GDP, PPP (constant 2017 international $)",4783364689.55327,4867256363.07905,4581203714.747371,4662978855.310929,4570685186.84161,4874760434.78869,4565434697.56727,5771500035.79611,6309006815.85458,6725271606.796121,7028251526.85736,7325118846.67514,7915387555.9178295,8342682751.63205,8608651750.50585,9068910393.91386,9641616169.59815,11105384072.3379,13405949704.0196,14016828315.5528,11129533989.2603,11803480029.5034,12300546132.4661,12724442955.5114,gdp
SLE_Gross capital formation (% of GDP),Sierra Leone,SLE,Gross capital formation (% of GDP),5.572866056262421,11.036004345710001,-2.42435790046364,5.3134752555579805,0.292869776037837,1.09681037230364,10.866122185384901,11.671714473636401,11.227252656412102,10.3249941449724,11.299643303043,10.37877253609,9.453366280431599,9.11182535979638,9.99348099831275,31.0890790326066,42.03715869147779,27.476628421852396,13.7613158025103,13.6891239618034,15.5287736993293,20.121690839642802,18.4931002952779,17.435115756227802,FBCF
"SLE_Labor force, total",Sierra Leone,SLE,"Labor force, total",1543998.0,1543475.0,1553006.0,1569155.0,1599488.0,1640578.0,1705035.0,1773113.0,1856476.0,1988943.0,2048781.0,2091044.0,2125776.0,2155989.0,2185793.0,2217794.0,2246071.0,2276842.0,2309294.0,2342408.0,2423877.0,2484881.0,2548635.0,2614289.0,labor_force
"SLE_Population, total",Sierra Leone,SLE,"Population, total",4303957.0,4312666.0,4335301.0,4381483.0,4462378.0,4584571.0,4754072.0,4965766.0,5201070.0,5433991.0,5645624.0,5829237.0,5989633.0,6133603.0,6272734.0,6415634.0,6563240.0,6712581.0,6863980.0,7017144.0,7171914.0,7328838.0,7488431.0,7650154.0,pop
"SLE_Unemployment, total (% of total labor force) (modeled ILO estimate)",Sierra Leone,SLE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.39199995994568,3.40300011634827,3.39400005340576,3.3910000324249303,3.4270000457763703,3.41300010681152,3.41100001335144,3.45099997520447,3.4560000896453897,3.42000007629395,3.49399995803833,3.51200008392334,3.5399999618530296,3.62700009346008,3.97000002861023,4.15700006484985,4.2930002212524405,4.44099998474121,4.59700012207031,4.67799997329712,4.63700008392334,4.586999893188481,4.5,4.41699981689453,unemployment rate
SLV_Exports of goods and services (% of GDP),El Salvador,SLV,Exports of goods and services (% of GDP),21.554501259035696,21.1409878973678,26.0218365312193,24.3865859021675,24.396401445313302,26.8272702258496,25.0092920568115,25.513089455075498,25.923420759948502,25.9062104819237,25.2665644731807,25.9396841717576,25.567033197035602,26.7405871721015,23.951204491404802,26.946669326406397,28.9817632700792,28.571027777803803,29.724837058119803,29.5529064137087,29.4861730232304,28.458537400005998,29.029792787599302,28.782229471540003,exports_rate
"SLV_Exports of goods and services, PPP (constant 2017 international $)",El Salvador,SLV,"Exports of goods and services, PPP (constant 2017 international $)",7536771286.472535,7452626163.9508915,9460799138.176119,9101594739.920095,9301978730.086834,10344014701.04052,9727641897.015568,10080477929.906635,10402617092.838726,10488314450.85961,10506305525.255508,11254634596.010492,11299342988.780935,12121817360.013887,10630860369.10362,12212189159.47906,13635618203.322918,13820692200.4031,14700297231.978724,14865369516.813065,15187027895.692083,15031002244.299183,15677700758.155178,15921871383.36,exports
"SLV_Exports of goods and services, PPP (constant 2017 international $) per capita",El Salvador,SLV,"_Exports of goods and services, PPP (constant 2017 international $) per capita",1339.0134822997788,1309.7903991134685,1646.4203889289354,1569.8454042066376,1591.4839723898344,1756.8150708568367,1641.2404335368597,1690.749410933705,1735.4827261709727,1741.1467303529002,1735.9702579170166,1851.2742124691097,1850.5886997435123,1976.8890909718455,1726.4375561052675,1974.8441162667516,2195.5509066679438,2215.5919847685036,2346.0154821089973,2361.408618984882,2401.064057509716,2364.7992570807774,2454.195577065557,2479.7548980865768,exports_hab
"SLV_Exports of goods and services, PPP (constant 2017 international $) per labor unit",El Salvador,SLV,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",3470.8936159650916,3461.017442466762,4349.456749168855,4010.1190355723775,4067.8187354865886,4512.500840221105,4232.3703395181965,4376.9076659147695,4361.925730413057,4444.2857812371885,4369.171135554524,4578.782885418694,4499.183127313555,4773.081243230343,4139.581935712636,4820.245807997987,5322.6854017178275,5257.150888803171,5476.147847034064,5575.30735318931,5697.200696136881,5506.775389578997,5714.364095611241,5774.884809072178,exports_labor_unit
"SLV_GDP per capita, PPP (constant 2017 international $)",El Salvador,SLV,"GDP per capita, PPP (constant 2017 international $)",6212.222060756159,6195.50233637165,6327.07221472883,6437.3316154399,6523.43738463759,6548.6165982107495,6562.52256084895,6626.988134505799,6694.65169061439,6720.96264935314,6870.62247722546,7136.8417603354,7238.183192714279,7392.84099578164,7208.14502971999,7328.713216261949,7575.6291506757,7754.68072762068,7892.441857702791,7990.44461457603,8143.016917176941,8309.630336379409,8454.058198148481,8615.576151036421,gdb_hab
"SLV_GDP, PPP (constant 2017 international $)",El Salvador,SLV,"GDP, PPP (constant 2017 international $)",34966113091.1721,35252024172.8098,36357153834.3409,37322135933.3909,38128486903.8495,38557835418.8026,38896110593.2871,39511004528.3099,40128257721.7228,40485714644.2855,41581852318.7332,43387708660.9413,44194971319.9068,45331156275.658,44385493735.4764,45319846440.2119,47048959983.0537,48373101268.4818,49454593151.2957,50300871625.6668,51505591735.2419,52817198695.1656,54005555164.8727,55318408878.3102,gdp
SLV_Gross capital formation (% of GDP),El Salvador,SLV,Gross capital formation (% of GDP),20.944221917657398,15.3549641813834,15.083203479763599,18.651055747783,17.3014845451564,17.6690604559246,17.7140700026255,17.0646701352869,18.4292273233695,18.1407410137797,18.6047063514363,20.0754550357308,20.8000341693223,20.172636848282302,14.054615427443599,16.6716356098682,17.7898706306859,17.7095539447511,17.019349305646802,16.397208398175,16.016944958324498,15.9675488519906,16.6769552267487,20.290917166333603,FBCF
"SLV_Labor force, total",El Salvador,SLV,"Labor force, total",2171421.0,2153305.0,2175168.0,2269657.0,2286724.0,2292302.0,2298391.0,2303105.0,2384868.0,2359955.0,2404645.0,2457997.0,2511421.0,2539621.0,2568100.0,2533520.0,2561793.0,2628932.0,2684423.0,2666287.0,2665700.0,2729547.0,2743560.0,2757089.0,labor_force
"SLV_Population, total",El Salvador,SLV,"Population, total",5628600.0,5689938.0,5746284.0,5797765.0,5844846.0,5887936.0,5927006.0,5962136.0,5994077.0,6023797.0,6052123.0,6079399.0,6105810.0,6131764.0,6157686.0,6183875.0,6210568.0,6237923.0,6266070.0,6295128.0,6325124.0,6356143.0,6388122.0,6420744.0,pop
"SLV_Unemployment, total (% of total labor force) (modeled ILO estimate)",El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.650000095367429,7.67999982833862,7.98000001907349,7.099999904632571,6.67999982833862,6.96000003814697,6.96000003814697,5.73000001907349,6.2600002288818395,6.050000190734861,7.21999979019165,6.57000017166138,6.40999984741211,5.880000114440921,7.32999992370605,4.89300012588501,4.29699993133545,3.84299993515015,3.69300007820129,4.15399980545044,3.99799990653992,4.4180002212524405,4.38500022888184,4.00600004196167,unemployment rate
SRB_Exports of goods and services (% of GDP),Serbia,SRB,Exports of goods and services (% of GDP),5.16568939071012,11.216880457688301,13.5249273584701,18.7252631045025,10.742195188077499,8.78303735272921,20.6874217630785,20.0941937439442,23.146009441890396,25.136601925023605,27.964978483400802,29.441944662409302,27.289824768857304,28.4431400741434,26.3477784652746,32.255612250030495,33.0018249483579,35.844806977867705,39.851504908691396,42.077528960424296,45.1772418040017,48.5170935445558,50.4715286434326,50.434561297704704,exports_rate
"SRB_Exports of goods and services, PPP (constant 2017 international $)",Serbia,SRB,"Exports of goods and services, PPP (constant 2017 international $)",3043547790.457587,7022802023.399123,9078162602.1468,12988622330.005186,6749017627.008313,5856495802.2437105,14743172324.421413,15234099893.926199,18317740644.929432,21689082323.46563,25463990632.681377,28178208202.02781,27800368888.10272,30613978741.630035,27584005635.454227,34015899278.94338,35511517095.265945,38307823923.10846,43821804737.81371,45534141573.47022,49771446806.43066,55235443710.55284,58667856629.991974,61260145701.21498,exports
"SRB_Exports of goods and services, PPP (constant 2017 international $) per capita",Serbia,SRB,"_Exports of goods and services, PPP (constant 2017 international $) per capita",399.1351212090905,921.8944517794946,1195.045271783259,1716.3134236163066,895.0475746592672,779.1679364206638,1964.8569294110328,2032.1556975256258,2448.7023344718928,2906.1538332190557,3422.225664132481,3801.922130392068,3766.181854600854,4165.041374482299,3767.8913862166055,4665.185195199324,4908.906706317669,5321.213250408137,6116.8337961687075,6385.759239291499,7014.624412301726,7825.57719958835,8356.2232180158,8773.252170854166,exports_hab
"SRB_Exports of goods and services, PPP (constant 2017 international $) per labor unit",Serbia,SRB,"_Exports of goods and services, PPP (constant 2017 international $) per labor unit",900.6114031437271,2074.175659070432,2690.214144128886,3860.6322448421165,1998.4891079839604,1745.802663567566,4406.783648797352,4563.951340318983,5499.184820897028,6532.913186128924,7690.697174362816,8551.932836055825,8449.898507762471,9454.495765526253,8781.001422154652,11101.146270809695,11648.467196505264,12486.598853980133,14082.927977182133,14580.130614775417,16072.342104059548,17306.446089624595,18224.274125832533,18896.464432785066,exports_labor_unit
"SRB_GDP per capita, PPP (constant 2017 international $)",Serbia,SRB,"GDP per capita, PPP (constant 2017 international $)",7726.657393045891,8218.813200845041,8835.872016975021,9165.76399507902,8332.0732772819,8871.281142605501,9497.833765432171,10113.1487205754,10579.3715353807,11561.442719614299,12237.5408447527,12913.2846827413,13800.6817064606,14643.395080941102,14300.6037157271,14463.173599177,14874.652277561101,14845.144106072901,15349.0660144045,15176.1745450821,15526.8983501343,16129.5259626419,16556.3109392827,17395.3177049909,gdb_hab
"SRB_GDP, PPP (constant 2017 international $)",Serbia,SRB,"GDP, PPP (constant 2017 international $)",58918521038.6642,62609225888.5182,67121710612.8228,69364164644.9393,62827173672.0897,66679618531.0983,71266359304.058,75813441873.065,79139951493.2254,86284862162.9881,91056714553.8698,95707700442.7802,101870822270.09401,107632204678.625,104691959786.321,105457304655.289,107604707166.453,106871335495.715,109962735003.908,108214865982.974,110169290596.271,113847387951.68599,116239508108.55,121464614988.14099,gdp
SRB_Gross capital formation (% of GDP),Serbia,SRB,Gross capital formation (% of GDP),13.6674867505546,15.015700389287698,14.943042848457,8.82092396163319,7.1140804835363305,9.1649686060246,17.2973473474859,18.932494483506698,19.8975403504869,26.156085091338,22.7083776880588,21.735331479839896,24.9881285700727,26.4197940569405,18.6565603001571,17.600002805652,18.3292589755142,19.268917146902197,17.3777410764951,16.522393621898697,18.680924428538,18.078016967434603,19.575185628694197,22.6548819241069,FBCF
"SRB_Labor force, total",Serbia,SRB,"Labor force, total",3379424.0,3385828.0,3374513.0,3364377.0,3377060.0,3354615.0,3345563.0,3337919.0,3330992.0,3319971.0,3311012.0,3294952.0,3290024.0,3238034.0,3141328.0,3064179.0,3048600.0,3067915.0,3111697.0,3123027.0,3096714.0,3191611.0,3219215.0,3241884.0,labor_force
"SRB_Population, total",Serbia,SRB,"Population, total",7625357.0,7617794.0,7596501.0,7567745.0,7540401.0,7516346.0,7503433.0,7496522.0,7480591.0,7463157.0,7440769.0,7411569.0,7381579.0,7350222.0,7320807.0,7291436.0,7234099.0,7199077.0,7164132.0,7130576.0,7095383.0,7058322.0,7020858.0,6982604.0,pop
"SRB_Unemployment, total (% of total labor force) (modeled ILO estimate)",Serbia,SRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.3999996185303,13.1999998092651,13.8000001907349,13.6999998092651,13.6999998092651,12.6000003814697,12.8000001907349,13.8000001907349,15.1999998092651,18.5,20.8500003814697,20.8500003814697,18.0599994659424,13.7049999237061,16.1420001983643,19.2180004119873,22.9659996032715,24.0,22.1539993286133,19.2229995727539,17.659999847412102,15.2569999694824,13.4770002365112,12.7329998016357,unemployment rate
SVK_Exports of goods and services (% of GDP),Slovak Republic,SVK,Exports of goods and services (% of GDP),53.926311755250204,49.292756172214496,53.608981411639796,45.51692149201529,46.3477064742072,53.205468406987,57.118185409518496,56.9704951847734,62.3343488872503,69.0463247537288,72.30189346425149,81.2398533216646,83.3808614210341,80.14799534874591,68.0361180943086,77.2084774457779,84.90753509010209,90.92210186135179,93.4972605723115,91.50158505072241,92.0120877704125,93.712186618535,95.15827408282841,96.21715450667361,exports_rate
