"country","temps","index","VA","Emploi","W","Productivite","LAB","chomage","pop","export","VA_pop","Part_lab","var","value","rate2010 in NAT/US$","Invest_pop","Emploi_scale"
"14","LTU",1997,14,10275.2,1506.15,3.3019556305425,53.3396442893784,5927.55102729797,14.1300001144409,3575137,5543.38282339089,0.0010649924977618,0.576879382133484,"Iq_GFCF",2771.30346679688,0.754846,0.000775160075487142,-0.43107145011797
"15","LUX",1997,15,15764.8,229.24,34.8558978262049,92.9245169522569,8922.63506803513,2.52699995040894,419450,93232.7229399218,0.11878969806778,0.565984666347504,"Iq_GFCF",4200.384765625,0.754309,0.0100140297189772,-0.47406070484981
"16","LVA",1997,16,4791.6,976.99,2.74904400769232,49.2110104763951,2739.89197003841,15.1400003433228,2432851,4310.82758424956,0.00107255307605054,0.571811497211456,"Iq_GFCF",1408.35009765625,0.754798,0.000578888759589572,-0.448886483310521
"17","NLD",1997,17,332931,7648,26.322266590686,83.1856661876283,228626.511228383,5.51100015640259,15610650,25613.3083931062,0.00181118566551005,0.686708390712738,"Iq_GFCF",104422.59375,0.754309,0.00668918935150042,-0.224296067221171
"18","PRT",1997,18,90066.9,4725.55,10.0457300476453,85.0235380937999,61874.1490429044,6.57100009918213,10108977,7437.27365291718,0.00116842679716433,0.68697988986969,"Iq_GFCF",35168.45703125,0.754309,0.00347893333135984,-0.322685105987463
"19","ROU",1997,19,23850.5,11331.9,8.55346336743336,54.7534382484712,13465.4547166228,5.51399993896484,22553978,3403.60681503726,1.47540399828189e-05,0.564577460289001,"Iq_GFCF",60202.66015625,3.1779,0.00266927014632408,-0.100271574103704
"20","SWE",1997,20,1782422,4043,183.805748596762,77.8576350751567,998643.650020123,10.3590002059937,8846062,14208.5518379522,0.0031602721133069,0.560273408889771,"Iq_GFCF",515927.40625,7.207524,0.0583228340757729,-0.345664263341715
"21","SVN",1997,21,12043.4,887.68,10.8495207789661,71.3499231579504,9373.08734099865,6.64699983596802,1985956,11149.5270141263,0.00404818710318585,0.778275847434998,"Iq_GFCF",5839.4072265625,0.754309,0.00294035075629193,-0.451893249911222
"22","SVK",1997,22,22100.9,2128.91,4.92137127893837,59.9559657850474,11578.616112119,11.8940000534058,5383291,8207.3594963277,0.00101103212792138,0.52389794588089,"Iq_GFCF",12731.9833984375,0.754309,0.0023650929140627,-0.410105220488003
"23","GBR",1997,23,857444,26522.79,14.6974302111516,81.404602976266,515922.477250099,7.07200002670288,58316954,8860.75862120053,0.000389575543517846,0.601698160171509,"Iq_GFCF",208634.296875,0.647179,0.00357759249351398,0.411154477703676
"24","USA",1997,24,8473570,137626.828125,27.9774060686464,75.2237930297852,5014040,5,272657000,5065.20550967792,0.000113981171840882,0.591726981661802,"Iq_GFCF",2239268.5,1,0.0082127673230469,4.15165286575897
"25","AUT",1998,1,175076,3664.13,22.108376578197,82.5442624505119,121429.582813501,5.52299976348877,7976789,16796.8201671772,0.0036477168338513,0.693582117557526,"Iq_GFCF",60770.78515625,0.754309,0.00761845213108307,-0.35841953892124
"26","BGR",1998,2,23538.3,3467.92,3.93272107695673,68.9356426737892,12242.0845766902,12.1999998092651,8256786,4401.85771036937,0.000233699236407005,0.520092129707336,"Iq_GFCF",5439.5908203125,1.477392,0.000658802446897921,-0.365025268119801
"27","CYP",1998,3,8414,304.02,11.8580758738992,84.3239926624816,5240.15889525414,5.21299982070923,908702,15514.1367958616,0.0135085971467692,0.622790455818176,"Iq_GFCF",2499.08447265625,0.754309,0.00275016944240934,-0.471543114362738
"28","CZE",1998,4,1957269,5007.59,135.015586661867,66.0255685305872,1016544.03867549,5.90399980545044,10294373,9961.02026276743,0.000967068290405377,0.519368588924408,"Iq_GFCF",741227.8125,19.09825,0.0720032014091582,-0.313189770055747
"29","DEU",1998,5,1829659,38407,23.622264948598,85.1791429080778,1246026.12313604,9.78800010681152,82047195,10878.495837878,0.000360324166327385,0.681015491485596,"Iq_GFCF",487458.125,0.754309,0.00594119183477266,0.811255762035915
"30","DNK",1998,6,1010575,2712,231.222379080994,87.7623352820746,675564.454497397,5.03900003433228,5304219,17191.2692638183,0.00638667112153589,0.668495118618011,"Iq_GFCF",306401.84375,5.624075,0.0577656849670046,-0.390474546014792
"31","EST",1998,7,4494.5,602.3,4.09626029707599,57.3441285040175,2663.80498057604,9.51000022888184,1386156,12073.8127132249,0.00309986830223658,0.592681050300598,"Iq_GFCF",2217.73095703125,0.754595,0.0015999144086461,-0.461501032382479
"32","GRC",1998,8,113423.7,4297.27,10.2828282668667,83.9801717177381,66106.9392318428,10.83899974823,10720509,4427.36541787506,0.00130834930881422,0.582831799983978,"Iq_GFCF",36758.7734375,0.754309,0.00342882725414437,-0.337103849686355
"33","ESP",1998,9,505574,15208.8,18.1018672251469,91.9102435987614,337899.348874807,18.673999786377,40223509,8330.10340975858,0.000414262414991622,0.668347954750061,"Iq_GFCF",186630.368390459,0.754309,0.00463983309836192,0.0302505783345029
"34","FIN",1998,10,104679,2194.6,21.4754021302442,82.6507504454491,68860.4250200987,13.21399974823,5153498,13558.0208698729,0.00522523770437791,0.657824635505676,"Iq_GFCF",34024.640625,0.754309,0.00660224193838826,-0.40789365965495
"35","FRA",1998,11,1207167,24382,25.7323632550142,87.5694973479932,815642.746871889,12.0749998092651,60186288,9821.63692935926,0.000441797188007473,0.675666868686676,"Iq_GFCF",340555.9375,0.754309,0.00565836420249077,0.339081295852664
"36","IRL",1998,12,72494.8,1524.4,19.3042349660753,71.1752799961187,41873.3293649912,7.69899988174438,3712696,34357.8645683615,0.00697234368204211,0.577604591846466,"Iq_GFCF",23716.51171875,0.754309,0.00638794873556844,-0.430457034145931
"37","ITA",1998,13,1018244.5,22336.4,20.1757039573953,96.6709180103089,648110.925842226,12.1190004348755,56906744,9876.55348934286,0.000416845683185233,0.636498332023621,"Iq_GFCF",285139.59375,0.754309,0.00501064678291909,0.270212840378549
"38","LTU",1998,14,11413.1,1494.4,3.66832394472497,56.2504028718735,6936.00742629767,13.7110004425049,3549331,5220.98882549748,0.0012001962348565,0.607723355293274,"Iq_GFCF",3358.17260742188,0.754846,0.000946142415971313,-0.431467033004077
"39","LUX",1998,15,16306.4,239.29,36.1871312563829,94.541496021934,9417.77871689796,2.76300001144409,424700,106354.472314134,0.119851722476723,0.577551066875458,"Iq_GFCF",4661.7138671875,0.754309,0.0109764866192312,-0.473722355232331
"40","LVA",1998,16,5315.5,973.38,2.88743179910601,52.7842656881506,2976.35589712858,14.46399974823,2410019,4573.5785127692,0.00121247404009392,0.559939026832581,"Iq_GFCF",2009.00256347656,0.754798,0.000833604450204153,-0.449008019839785
"41","NLD",1998,17,355365,7830,26.7953828709618,85.1941321471009,242561.862428784,4.39400005340576,15707209,26193.0312702323,0.00190953365584642,0.682571053504944,"Iq_GFCF",111486.765625,0.754309,0.00709780875934101,-0.218168740815085
"42","PRT",1998,18,97380.6,4858.13,10.1945720374671,85.3210971850423,67652.9440529466,4.65199995040894,10160196,7806.25123278589,0.0012506016132873,0.694727122783661,"Iq_GFCF",39297.390625,0.754309,0.00386777879334218,-0.31822158436703
"43","ROU",1998,19,33374.5,10990.1,10.5833719136888,53.4280329925069,23892.5540318191,5.62900018692017,22507344,2727.38938510454,2.07312764822879e-05,0.715892493724823,"Iq_GFCF",57382.875,3.1779,0.00254951783737788,-0.111778827760847
"44","SWE",1998,20,1869823,4111,179.783566769282,79.8643177687144,998941.051815927,8.94099998474121,8850974,15149.5007916937,0.00331155727191885,0.534243643283844,"Iq_GFCF",556602.875,7.207524,0.0628860592065913,-0.343374932596584
"45","SVN",1998,21,13298.5,886.74,10.8700013512974,72.9975662238717,10135.3882245719,7.38899993896484,1981629,11524.3729742356,0.00448961054670583,0.762145221233368,"Iq_GFCF",6306.60693359375,0.754309,0.00318253665726216,-0.45192489654211
"46","SVK",1998,22,23941.2,2118.87,5.16651410805137,62.0666857029317,12719.7314375639,12.1870002746582,5390516,7242.81335953916,0.00109228494118221,0.531290471553802,"Iq_GFCF",13757.939453125,0.754309,0.00255224907098411,-0.410443233439196
"47","GBR",1998,23,893067,26793.54,15.3190564579662,82.6900918649779,551377.215206802,6.20300006866455,58487141,8662.06176204394,0.000403402736888792,0.617397367954254,"Iq_GFCF",224986.09375,0.647179,0.0038467616967292,0.420269717398443
"48","USA",1998,24,8949058,140638.65625,29.0696850794573,76.9074020385742,5389171,4.51000022888184,275854000,4946.50341970194,0.000117603094961688,0.602205394131986,"Iq_GFCF",2439677,1,0.00884408781456858,4.25305096466504
"49","AUT",1999,1,181186.5,3719.72,22.4779521951274,83.7612013544796,125912.131916195,4.69799995422363,7992324,17815.7546753768,0.00376036830474212,0.694931089878082,"Iq_GFCF",61515.6875,0.754309,0.00769684606129581,-0.356548011037096
"50","BGR",1999,2,22067.3,3318.16,4.02034480570887,64.5394013429717,12531.9473719478,14.1000003814697,8210624,4138.29772522049,0.000221564984826037,0.567896723747253,"Iq_GFCF",6403.96826171875,1.477392,0.000779961213875919,-0.370067182419666
"51","CYP",1999,3,9013.5,309.63,12.1498819503399,86.6064700136317,5600.07825520635,5.69999980926514,926046,15572.3578484162,0.0139341041785154,0.621298968791962,"Iq_GFCF",2870.63256835938,0.754309,0.00309988118123654,-0.471354244576265
"52","CZE",1999,4,2035509,4899.7,138.333927258536,67.9051499965599,1053180.90298283,8.48900032043457,10283860,10279.6203570089,0.00100778326310725,0.517404198646545,"Iq_GFCF",721640.6875,19.09825,0.0701721617661073,-0.316822062615926
"53","DEU",1999,5,1862037,39031,24.1856318527525,86.1895451805705,1283098.11610669,8.85499954223633,82100243,11308.318544867,0.000366226808128892,0.68908303976059,"Iq_GFCF",510803,0.754309,0.00622169900276665,0.832263738285352
"54","DNK",1999,6,1059211,2735,233.912071955148,88.9449453576181,706790.019825459,5.14099979400635,5321799,18665.1034171542,0.00664988972637341,0.667279720306396,"Iq_GFCF",305601.625,5.624075,0.0574244959270352,-0.38970021355688
"55","EST",1999,7,4836.2,590.95,4.03953114275123,58.561360143207,2767.8752399683,11.5729999542236,1390244,11349.6750829485,0.00331595226986229,0.572324395179749,"Iq_GFCF",1901.07092285156,0.754595,0.0013674368836345,-0.461883148617144
"56","GRC",1999,8,119960.8,4298.69,10.534212911375,85.7229501721078,70170.0439090252,11.8529996871948,10761698,5371.48631259899,0.00137318314105037,0.584941446781158,"Iq_GFCF",39478.2890625,0.754309,0.00366840707316819,-0.337056043073736
"57","ESP",1999,9,538938,15900.9,17.976414067616,91.3749846535332,359797.148154259,15.4759998321533,40386875,8751.84161452648,0.000438035205130041,0.667603969573975,"Iq_GFCF",205283.76183962,0.754309,0.00508293255765938,0.053551251991931
"58","FIN",1999,10,110435,2249.3,22.0968102747995,84.3235271007884,73266.1197307706,11.6929998397827,5165474,14181.4516852794,0.00548702686063175,0.663432061672211,"Iq_GFCF",35564.68359375,0.754309,0.00688507648935025,-0.406052095070264
"59","FRA",1999,11,1251478,24968,26.1667272464001,88.8569774246206,847396.941929221,11.9809999465942,60496718,10086.226374817,0.000453325658497065,0.677116930484772,"Iq_GFCF",367259.46875,0.754309,0.00607073376691278,0.358809940215115
"60","IRL",1999,12,82345.9,1623.05,19.4442292909976,72.8918606509838,46780.0706220448,5.80399990081787,3754786,38507.5740719856,0.0077432327059106,0.568092286586761,"Iq_GFCF",27054.54296875,0.754309,0.00720534884511394,-0.427135821234061
"61","ITA",1999,13,1048729.4,22581,20.3209320562349,97.2334261521009,668429.897739387,11.6899995803833,56916317,9675.84705679258,0.000429181086184611,0.637371182441711,"Iq_GFCF",296836.78125,0.754309,0.00521531955853714,0.278447697735299
"62","LTU",1999,14,11173.7,1461.49,3.84097741476067,58.6296540021227,6821.58556318879,13.3879995346069,3524238,4306.78274704947,0.00119181319566781,0.610503733158112,"Iq_GFCF",3160.251953125,0.754846,0.000896719220757792,-0.432575001751463
"63","LUX",1999,15,18704.9,250.76,35.6505007878936,97.6470580110542,10304.3484681487,2.39000010490417,430475,118022.373185174,0.133816674144397,0.550890326499939,"Iq_GFCF",5497.2578125,0.754309,0.0127702138625936,-0.473336199002233
"64","LVA",1999,16,5595,955.92,3.06768120051137,55.330955881016,3175.23317277431,13.789999961853,2390482,4229.78093075808,0.00129717447526263,0.567512631416321,"Iq_GFCF",2095.33618164062,0.754798,0.000876532925845342,-0.449595839175226
"65","NLD",1999,17,375889,8055,27.6476430658868,86.8429907131066,259705.126050651,3.62299990653992,15812088,27589.1832823301,0.00199311281653203,0.690909087657928,"Iq_GFCF",122620.171875,0.754309,0.0077548374303887,-0.210593749378991
"66","PRT",1999,18,104255.2,4933.24,10.3652053176732,86.748325618803,72429.6235379696,4.57800006866455,10217828,7814.72932796484,0.00132382707989709,0.694733917713165,"Iq_GFCF",41686.4140625,0.754309,0.00407977253703037,-0.315692883892518
"67","ROU",1999,19,49432,10855.5,10.0701369611294,54.6715221565588,32906.0170750618,6.23699998855591,22472040,3152.53334871338,3.08022865501717e-05,0.66568249464035,"Iq_GFCF",56285.77734375,3.1779,0.00250470261461576,-0.116310355971062
"68","SWE",1999,20,1971983,4198,183.936249212397,81.2737614227431,1059161.74118966,7.60699987411499,8857874,15816.2864465486,0.00348704918243415,0.537104904651642,"Iq_GFCF",594452.25,7.207524,0.0671100367876084,-0.34044593590796
"69","SVN",1999,21,14847.5,900.4,11.0534837431364,75.1478358583673,11177.7022573352,7.32399988174438,1983045,11264.4713117016,0.00500540133902607,0.752833962440491,"Iq_GFCF",7149.47900390625,0.754309,0.00360530346205268,-0.451465010395368
"70","SVK",1999,22,25712.7,2065.19,5.1637046958918,63.906369184911,13260.4389513552,15.9469995498657,5396020,7359.68498774929,0.00117071529387777,0.515715539455414,"Iq_GFCF",11659.53515625,0.754309,0.00216076574146315,-0.412250458062705
"71","GBR",1999,23,924758,27167.08,16.0795061614282,84.6847908683936,585169.428822279,6.04300022125244,58682466,8838.53823281407,0.000414941591939463,0.632781147956848,"Iq_GFCF",230755.578125,0.647179,0.00393227472964412,0.432845549847505
"72","USA",1999,24,9509926,143554.03125,29.8757850768211,78.9530792236328,5731319.5,4.2189998626709,279040000,5021.74234300456,0.000122136145807579,0.602667097514744,"Iq_GFCF",2639240,1,0.00945828555045872,4.35120181203395
"73","AUT",2000,1,190624.8,3754.97,22.7703096282493,86.1551322262483,130465.321637964,4.68699979782104,8011566,20235.2145454127,0.00393727076326368,0.684408962726593,"Iq_GFCF",65101.109375,0.754309,0.00812589066544543,-0.355361262378774
"74","BGR",2000,2,24511.8,3239.2,4.21701746322922,69.9874853744361,13464.5293443203,16.2180004119873,8170172,3691.93700130289,0.000248551885744547,0.549308061599731,"Iq_GFCF",7459.39306640625,1.477392,0.000913003186029162,-0.372725499414306
"75","CYP",2000,3,9653.7,314.76,12.741714511554,89.966390797932,6055.08553746343,4.96700000762939,943290,16934.6036809223,0.0143831512734357,0.627229511737823,"Iq_GFCF",2840.77197265625,0.754309,0.00301155739237801,-0.471181534771522
"76","CZE",2000,4,2166900,4859.34,145.990968758807,71.5207749921396,1123405.58717251,8.76200008392334,10255063,12057.4421173215,0.0010788687907131,0.518439054489136,"Iq_GFCF",782209.4375,19.09825,0.0762754395072951,-0.318180847746418
"77","DEU",2000,5,1909237,39917,25.1507543291218,88.6703143612606,1329845.93894023,7.91699981689453,82211508,13298.2174815245,0.000374494396356933,0.696532666683197,"Iq_GFCF",521691.875,0.754309,0.0063457280822534,0.862092371229264
"78","DNK",2000,6,1143123,2755,233.692899125462,91.8256916258165,738160.555365801,4.47599983215332,5339616,21996.9415266987,0.00712888826625087,0.645740270614624,"Iq_GFCF",330557.96875,5.624075,0.0619066930562048,-0.389026880984783
"79","EST",2000,7,5512.9,584.77,4.46577896194257,65.909382678645,3099.22099637389,13.3599996566772,1396985,10965.2527596573,0.0037435419628677,0.562176167964935,"Iq_GFCF",2159.06176757812,0.754595,0.0015455153545515,-0.462091208381922
"80","GRC",2000,8,126181.4,4312.79,10.9384422039997,88.5096062854045,74228.0112428546,11.2480001449585,10805808,6847.52128427838,0.00143262181125829,0.588264286518097,"Iq_GFCF",40609.03125,0.754309,0.00375807447717006,-0.336581343610408
"81","ESP",2000,9,586321,16691,17.9283252418248,91.9425449515221,387973.294697881,13.7849998474121,40567864,9939.55422361893,0.00047230427512251,0.661707997322083,"Iq_GFCF",220514.138690933,0.754309,0.00543568521850035,0.0801512552526359
"82","FIN",2000,10,119200,2298.3,22.7253480062844,88.5014140203484,77491.1731243134,11.1339998245239,5176209,16731.1932496826,0.00589798085943633,0.650093734264374,"Iq_GFCF",37776.08203125,0.754309,0.00729802100943953,-0.404402430268625
"83","FRA",2000,11,1326341,25602,26.6789943017349,91.1733297082366,892406.344039977,10.2170000076294,60912500,11415.8536853769,0.000473906926743534,0.672833263874054,"Iq_GFCF",391671.78125,0.754309,0.00643007233736918,0.380154582750601
"84","IRL",2000,12,96353.4,1695.8,19.4724171806784,75.8310869293711,52692.2605807185,4.31799983978271,3805174,45371.4656150725,0.00882203371797528,0.546864569187164,"Iq_GFCF",28421.50390625,0.754309,0.00746917326415297,-0.424686574003057
"85","ITA",2000,13,1110198.3,23021.3,20.4046439420859,100.085025563201,690279.355308634,10.8420000076294,56942108,11087.7473506058,0.000453925088626522,0.621762216091156,"Iq_GFCF",316660.65625,0.754309,0.00556109823419252,0.293271114310022
"86","LTU",2000,14,11880.9,1399.19,3.48344944934815,59.4466879856093,6487.76458096504,15.9309997558594,3499536,5354.24724176607,0.00128519803091169,0.546066761016846,"Iq_GFCF",2943.47509765625,0.754846,0.000841104391455396,-0.434672432713547
"87","LUX",2000,15,20619.4,264.05,36.4996813837992,99.1288273320954,11455.7573886752,2.34500002861023,436300,143050.803787383,0.143600617753432,0.555581510066986,"Iq_GFCF",5262.09814453125,0.754309,0.0120607337715591,-0.472888769508075
"88","LVA",2000,16,6129.2,923.69,3.22253471491709,60.2185119030324,3357.41358149052,14.2110004425049,2367550,4739.73461974534,0.00144868756730656,0.547773540019989,"Iq_GFCF",2570.537109375,0.754798,0.0010857372006399,-0.450680914615161
"89","NLD",2000,17,405832,8203,28.5175853167478,89.8357161361028,279580.952091217,2.72499990463257,15925513,31461.8149371203,0.00212133929593465,0.688908100128174,"Iq_GFCF",125486.3671875,0.754309,0.00787958084537057,-0.20561108834547
"90","PRT",2000,18,112568,5041.86,10.498565545249,87.5884936956093,78451.1899766922,3.80900001525879,10289898,8580.17982853746,0.00140943003133021,0.696922659873962,"Iq_GFCF",43383.4453125,0.754309,0.00421612005410549,-0.312036014693458
"91","ROU",2000,19,73027.1,10771.6,11.8666098686073,56.5057171942392,55425.7105176449,6.96700000762939,22442971,2618.91859833124,4.56229255758622e-05,0.758974552154541,"Iq_GFCF",59579.43359375,3.1779,0.00265470349686546,-0.11913498611101
"92","SWE",2000,20,2107045,4301,195.984650329368,84.712619064326,1156884.17886823,5.46600008010864,8872109,17841.5186648401,0.00371393224241982,0.549055278301239,"Iq_GFCF",633305.875,7.207524,0.0713816607753579,-0.336978273161659
"93","SVN",2000,21,16513.1,914.42,11.5075303025949,78.3176752951276,12418.4521561086,6.91800022125244,1988925,13235.2316285928,0.00553404272814362,0.752036392688751,"Iq_GFCF",7319.32275390625,0.754309,0.00368003959621718,-0.450993004262328
"94","SVK",2000,22,28224.5,2024.85,5.35411358005968,65.4495640023456,14736.6936716437,19.0620002746582,5388720,8558.78325012564,0.00128856322149213,0.522124171257019,"Iq_GFCF",10628.2109375,0.754309,0.00197230714112071,-0.413608569860626
"95","GBR",2000,23,976824,27483.3,16.7626833258696,87.2818419109531,625204.667128086,5.56199979782104,58892514,9595.18957857485,0.000435182794959725,0.640038192272186,"Iq_GFCF",238298.765625,0.647179,0.00404633372630348,0.443491611144936
"96","USA",2000,24,10123153,146051.203125,31.0443700269213,80.9636154174805,6188484,3.99200010299683,282162411,5363.88622897122,0.00012715032821501,0.61131981310566,"Iq_GFCF",2795694.25,1,0.00990810306763363,4.43527317011209
"97","AUT",2001,1,197076.6,3782,22.777062714319,87.3651595794398,133052.303366661,4.00699996948242,8042293,21012.0295870105,0.0040394848973264,0.675129890441895,"Iq_GFCF",64378.08203125,0.754309,0.00800494113199432,-0.354451253407585
"98","BGR",2001,2,27053.9,3214.74,4.43429575430878,72.6762105499115,15048.5006370366,19.9209995269775,8009142,3765.53849283005,0.000285471101034099,0.556241452693939,"Iq_GFCF",8938.716796875,1.477392,0.00111606421722514,-0.373548985149981
"99","CYP",2001,3,10342.6,321.57,12.7890523479262,90.3922137762091,6480.6111769557,3.98399996757507,960276,16859.0371022139,0.0148692235082681,0.626594007015228,"Iq_GFCF",2841.17236328125,0.754309,0.00295870391770829,-0.470952265030723
"100","CZE",2001,4,2343014,4846.39,158.001788243251,76.9525550296822,1221849.6603508,7.99100017547607,10216605,12669.6335071116,0.00117535241502002,0.521486282348633,"Iq_GFCF",825819.375,19.09825,0.0808310955547366,-0.318616830586851
"101","DEU",2001,5,1969930,39809,25.4677073594502,91.3450127363417,1348728.55091155,7.77299976348877,82349925,13935.384457212,0.000385101392183594,0.684658110141754,"Iq_GFCF",511040.40625,0.754309,0.00620571793174068,0.858456375339938
"102","DNK",2001,6,1181118,2782,236.252216014827,91.5178991697581,773641.337823272,4.16400003433228,5358783,22447.17478449,0.00731324027982033,0.655007660388947,"Iq_GFCF",329013.96875,5.624075,0.0613971434838843,-0.388117882012451
"103","EST",2001,7,6227.2,587.31,4.67024156352402,70.1584661150573,3439.33511886597,13.1339998245239,1388115,11630.6829192305,0.00428280199754796,0.552308440208435,"Iq_GFCF",2425.13208007812,0.754595,0.00174706856426026,-0.462005695145266
"104","GRC",2001,8,135470.3,4328.38,11.1472700956599,91.4803240336471,78576.437634331,10.456000328064,10862132,6815.43378221687,0.00152217523074873,0.580027043819427,"Iq_GFCF",42788.76953125,0.754309,0.00393926068392927,-0.336056480870458
"105","ESP",2001,9,636824,17247.8,17.7218326121589,92.1156701164622,415755.199520111,10.3479995727539,40850412,10006.9780420119,0.000505914644336875,0.652857303619385,"Iq_GFCF",231280.252970766,0.754309,0.0056616381976947,0.0988968340598255
"106","FIN",2001,10,127111,2331.6,22.8356521937139,90.6314233413324,81083.6668138504,10.289999961853,5188008,16204.9851610225,0.00626083951615734,0.637896537780762,"Iq_GFCF",38440.16796875,0.754309,0.00740942727319426,-0.403281331536083
"107","FRA",2001,11,1384016,25970,27.0937468169966,92.8800885372607,928310.696219444,8.60999965667725,61357430,11424.8773854589,0.000487368549463318,0.670736968517303,"Iq_GFCF",400582.40625,0.754309,0.00652866989784285,0.392543902077192
"108","IRL",2001,12,108425.8,1748.58,19.4992338733171,76.7600704765047,58657.2923882127,3.68300008773804,3866243,47428.2056059041,0.00961623465176303,0.540990173816681,"Iq_GFCF",30076.216796875,0.754309,0.00777918428740123,-0.422909649345292
"109","ITA",2001,13,1171715.1,23473.3,20.4070396328046,100.535670405117,725347.748821378,9.59500026702881,56974100,11307.1439463334,0.000478539498613293,0.619047880172729,"Iq_GFCF",325955.0625,0.754309,0.00572110946026352,0.308488430439421
"110","LTU",2001,14,12634.5,1345.99,3.76342653386016,66.3673473556531,6676.53223738074,16.8400001525879,3470818,6570.87720913547,0.00138942791348929,0.528436601161957,"Iq_GFCF",3318.21655273438,0.754846,0.00095603300223013,-0.436463497355325
"111","LUX",2001,15,21343.1,279.13,37.8782567285725,97.5937215065447,12499.260144949,1.80499994754791,441525,143916.624934969,0.145143506621615,0.585634708404541,"Iq_GFCF",5584.0166015625,0.754309,0.0126471130775437,-0.472381076748713
"112","LVA",2001,16,6709.8,938.7,3.25438194611702,62.7918956024318,3559.65564751625,13.8210000991821,2337170,5274.22756387973,0.00162741467711787,0.530515909194946,"Iq_GFCF",3072.95068359375,0.754798,0.00131481692970291,-0.450175578519802
"113","NLD",2001,17,430408,8367,28.4156159855077,90.7675330031935,292418.231870174,2.11899995803833,16046180,30628.4895159253,0.00221609169491766,0.679397761821747,"Iq_GFCF",127103.9765625,0.754309,0.00792113615592621,-0.200089761254272
"114","PRT",2001,18,119144.9,5130.09,10.6205381191665,88.7590767486204,82891.6693879962,3.82800006866455,10362722,8449.19648409651,0.0014708841650091,0.695721507072449,"Iq_GFCF",43800.51953125,0.754309,0.00422673883669271,-0.30906560805165
"115","ROU",2001,19,106501.4,10657.3,13.3078142370149,60.41972449387,84776.6446689963,6.55800008773804,22131970,2861.22577671312,6.84187198521579e-05,0.796014368534088,"Iq_GFCF",65863.0390625,3.1779,0.00297592302278107,-0.122983081760547
"116","SWE",2001,20,2191078,4391,202.019238587151,85.3803988812087,1230366.59468997,4.73000001907349,8895960,17910.6762764153,0.00384136962646094,0.561534821987152,"Iq_GFCF",648486.3125,7.207524,0.0728967208148418,-0.333948276587221
"117","SVN",2001,21,18554.9,919.64,12.0039246947015,81.3211907997011,14018.2781691372,5.68200016021729,1992060,14077.8547019932,0.0061987553837035,0.755502760410309,"Iq_GFCF",7466.173828125,0.754309,0.00374796634043402,-0.45081726446101
"118","SVK",2001,22,31077.8,2036.51,5.42895695686218,68.723774090978,15669.4095195174,19.3819999694824,5378867,9504.53648798209,0.00142403074610832,0.50419944524765,"Iq_GFCF",12002.5458984375,0.754309,0.00223142641348773,-0.413216016971093
"119","GBR",2001,23,1015239,27711.4,17.5184588352363,88.7857831860846,667585.691185534,4.69500017166138,59119673,9779.13076142183,0.000448827883346548,0.657565057277679,"Iq_GFCF",235519.59375,0.647179,0.00398377700346888,0.451170969129706
"120","USA",2001,24,10441125,145872.671875,31.6167541970465,82.5595092773438,6380414.5,4.73099994659424,284968955,4857.5382893875,0.000128573715870199,0.611084964503346,"Iq_GFCF",2775358.5,1,0.00973916088508659,4.42926262482398
"121","AUT",2002,1,202353.4,3778.38,23.0754167319513,88.971644566368,135905.280289137,4.84899997711182,8081957,21588.5576692097,0.00410703255641591,0.671623408794403,"Iq_GFCF",62533.1328125,0.754309,0.00773737509522755,-0.354573126603134
"122","BGR",2002,2,30076.7,3222.12,4.56368441201846,78.1190746418641,16018.4197362363,18.1089992523193,7837161,3933.01048888836,0.000331449145477065,0.532585680484772,"Iq_GFCF",9665.9541015625,1.477392,0.00123334892591367,-0.373300525430877
"123","CYP",2002,3,10703.8,328.3,13.5383496293799,93.1571258164143,6889.16395798922,3.29800009727478,976964,15725.5517096665,0.0148672818482674,0.643618524074554,"Iq_GFCF",3165.21606445312,0.754309,0.00323984923134642,-0.470725688620212
"124","CZE",2002,4,2451364,4876.77,166.962603919549,78.1762786742013,1329707.06894851,7.01900005340576,10196916,11876.7208044038,0.00123445864794199,0.542435586452484,"Iq_GFCF",843864.4375,19.09825,0.0827568293688013,-0.317594038409835
"125","DEU",2002,5,1998344,39630,25.6419188248811,92.7237862153101,1357057.73610449,8.48200035095215,82488495,14210.5082326541,0.000389344641015861,0.679091155529022,"Iq_GFCF",483035.75,0.754309,0.00585579540516529,0.852430048819667
"126","DNK",2002,6,1211617,2784,241.440811001174,92.1289514130792,805668.639867783,4.27400016784668,5375931,22553.9345771909,0.00745430027011255,0.664953231811523,"Iq_GFCF",321469.34375,5.624075,0.0597978924487684,-0.388050548755241
"127","EST",2002,7,6914.8,592.61,4.86866638880105,73.4528105843038,3802.80170383453,10.0260000228882,1379350,11829.6106789269,0.0048163356104754,0.549951076507568,"Iq_GFCF",3004.046875,0.754595,0.0021778713705731,-0.46182726201366
"128","GRC",2002,8,145797.4,4434.29,11.9444303435734,93.1090532086987,89028.8363864303,9.97500038146973,10902022,6228.2493743558,0.0016262465251762,0.610633909702301,"Iq_GFCF",42646.01953125,0.754309,0.00391175320791409,-0.332490848234916
