"country","temps","index","VA","Emploi","W","Productivite","LAB","chomage","pop","export","VA_pop","Part_lab","var","value","rate2010 in NAT/US$","Invest_pop","Emploi_scale"
"129","ESP",2002,9,682380,17692.9,17.5449025696107,92.2374019654235,440466.978807449,11.1459999084473,41431558,9660.35861650593,0.000527004677937644,0.645486354827881,"Iq_GFCF",241963.432672482,0.754309,0.00584007564167588,0.113881850451852
"130","FIN",2002,10,130021,2356.9,23.0915740814873,91.3130601234527,83243.3990814686,10.4230003356934,5200598,16181.6145083504,0.00637320140393787,0.640230417251587,"Iq_GFCF",37303.6953125,0.754309,0.00717296266938917,-0.40242956583238
"131","FRA",2002,11,1430220,26098,28.0089760470148,95.5718029212419,963775.996527672,8.70199966430664,61805267,11172.6711799139,0.000496366637625115,0.673865556716919,"Iq_GFCF",396908.46875,0.754309,0.006421919813889,0.396853230538614
"132","IRL",2002,12,120280.9,1776.08,19.8494947586078,81.001191601782,62771.4183227122,4.21500015258789,3931947,46882.5521126711,0.0103141173689198,0.521873533725739,"Iq_GFCF",31747.1796875,0.754309,0.008074162669919,-0.421983817058658
"133","ITA",2002,13,1214273.2,23867.4,20.3970494209919,99.805585364937,756821.257629776,9.20699977874756,57059007,10771.091850514,0.000494445810817504,0.623270988464355,"Iq_GFCF",339797.28125,0.754309,0.00595519093506131,0.321756448772599
"134","LTU",2002,14,13523.9,1394.68,3.98784050871529,69.4829283842699,7233.1176738739,13.0080003738403,3443067,7601.2866812376,0.00151130682977627,0.534839630126953,"Iq_GFCF",3686.16015625,0.754846,0.0010706036670939,-0.434824269208554
"135","LUX",2002,15,22538.2,287.2,38.7701805271091,98.7123368201959,13356.8584449887,2.62100005149841,446175,142365.971186928,0.150092666868749,0.592631995677948,"Iq_GFCF",5673.65185546875,0.754309,0.012716202959531,-0.472109387055872
"136","LVA",2002,16,7569.9,952.32,3.28049069613973,68.0787920822952,3733.79596629739,13.8290004730225,2310173,5493.69062688333,0.00187918870820489,0.49324244260788,"Iq_GFCF",2968.32104492188,0.754798,0.00128489123754882,-0.449717039038203
"137","NLD",2002,17,448394,8427,28.7466179199279,91.4168646889261,305997.450206399,2.55399990081787,16148929,28981.9467373332,0.0022794131681323,0.682429850101471,"Iq_GFCF",121924.8125,0.754309,0.00755002467965523,-0.19806976353798
"138","PRT",2002,18,124793.2,5149.93,10.6068861781008,89.3507834220509,86135.4986864805,4.49700021743774,10419631,8355.50238812977,0.00152383152280432,0.690225899219513,"Iq_GFCF",42320.31640625,0.754309,0.00406159454267143,-0.30839766214013
"139","ROU",2002,19,137535.3,9573.9,12.7228997528049,70.1347167243979,90169.6034390509,8.10999965667725,21730496,3346.010854354,9.16504651844459e-05,0.655610620975494,"Iq_GFCF",70676.078125,3.1779,0.00325239139157247,-0.159457507191059
"140","SWE",2002,20,2268873,4393,208.343094283629,88.2586451916594,1271083.86169535,4.96500015258789,8924958,17533.2531420225,0.00395195260631877,0.56022697687149,"Iq_GFCF",634069.75,7.207524,0.0710445640192368,-0.333880943330011
"141","SVN",2002,21,20639.9,934.15,11.8920175880929,82.2607761541587,15271.6808459759,5.92199993133545,1994530,14714.9111682741,0.00687823727448563,0.73991060256958,"Iq_GFCF",7503.6875,0.754309,0.00376213318425895,-0.450328761679954
"142","SVK",2002,22,33730.6,2038.41,5.83943713277418,73.3992795079053,17127.5878757358,18.7210006713867,5376912,9911.05643644543,0.00154671009285888,0.507775962352753,"Iq_GFCF",12001.9658203125,0.754309,0.00223212985823694,-0.413152050376744
"143","GBR",2002,23,1064659,27943.9,17.6343710088099,90.9286132890495,688107.343311191,5.03700017929077,59370479,9596.05465412027,0.000466707744362691,0.64631712436676,"Iq_GFCF",242869.984375,0.647179,0.0040907533249816,0.458998460280337
"144","USA",2002,24,10787154,144095.109375,32.0758233808124,85.3317031860352,6473434,5.78299999237061,287625193,4618.00481681287,0.000130392626280327,0.600105829582112,"Iq_GFCF",2730368.25,1,0.00949279936684823,4.36941808831454
"145","AUT",2003,1,207247.7,3803.03,23.2773452979787,89.8261822231416,139074.695711339,4.77899980545044,8121423,21327.5180121961,0.00416558660232885,0.671055436134338,"Iq_GFCF",64936.140625,0.754309,0.00799566044337304,-0.353743244208024
"146","BGR",2003,2,31664,3317.39,4.74220939142551,79.4000625769508,17240.7684650421,13.7329998016357,7775327,4263.87169757315,0.000354513443098018,0.544491171836853,"Iq_GFCF",10908.341796875,1.477392,0.00140294315555796,-0.370093105723692
"147","CYP",2003,3,11396.6,340.11,14.0944868530458,92.6265804760205,7680.11720740795,4.13500022888184,993563,14687.7989510654,0.0153050656149658,0.673895478248596,"Iq_GFCF",3226.029296875,0.754309,0.00324692978389392,-0.470328085736388
"148","CZE",2003,4,2568076,4838.06,178.265011409877,81.623678581178,1424497.71842241,7.54400014877319,10193998,12777.2530755456,0.00129397298679299,0.554694533348083,"Iq_GFCF",858886.3125,19.09825,0.0842541182075963,-0.31889727360313
"149","DEU",2003,5,2005064,39200,25.8909608756461,93.5413020899705,1362830.08372402,9.7790002822876,82534176,14198.0298215416,0.000390221604650341,0.679694056510925,"Iq_GFCF",476071.0625,0.754309,0.0057681688431711,0.837953398519574
"150","DNK",2003,6,1235824,2759,246.681017288227,93.6416366476409,826037.786724091,5.39799976348877,5390574,21658.4671124004,0.00756197952174968,0.668410539627075,"Iq_GFCF",326735.40625,5.624075,0.0606123589528685,-0.388892214470363
"151","EST",2003,7,7773.1,595.96,5.20418067245806,78.2865262864752,4287.28180578351,11.2880001068115,1370720,12632.5441172546,0.00548255292247054,0.551553666591644,"Iq_GFCF",3538.52709960938,0.754595,0.0025815097901901,-0.461714478807833
"152","GRC",2003,8,160513.4,4495.68,12.4003063867203,97.5710782965795,97102.4108475804,9.41199970245361,10928070,6060.88646600277,0.0017818661108806,0.604948937892914,"Iq_GFCF",49087.00390625,0.754309,0.00449182736807597,-0.330424053904864
"153","ESP",2003,9,727685,18281.8,17.4842298872547,92.2399970742642,468073.261918724,11.2829999923706,42187645,9429.7528838961,0.000542030303561388,0.643236100673676,"Iq_GFCF",258835.096541798,0.754309,0.00613532934919212,0.133708128037257
"154","FIN",2003,10,132243,2360.2,23.5151068197275,92.7223457410789,84908.4426432252,10.4689998626709,5213014,15703.21436689,0.0064512759769745,0.642063796520233,"Iq_GFCF",38348.2109375,0.754309,0.00735624553041676,-0.402318465957984
"155","FRA",2003,11,1469233,26105,28.1936991548011,96.0119695405245,992026.275448442,8.30599975585938,62244886,10608.5487988383,0.000502729109717683,0.67520010471344,"Iq_GFCF",404525.65625,0.754309,0.0064989380211894,0.397088896938848
"156","IRL",2003,12,128601.8,1809.05,20.1667194368274,81.1686896026369,68045.7420276999,4.47800016403198,3996521,42463.9750425043,0.0106741563320056,0.529119670391083,"Iq_GFCF",34279.05078125,0.754309,0.00857722273478608,-0.420873828313556
"157","ITA",2003,13,1257845.6,24217.9,20.5124723117595,98.9975909017791,794849.894245672,8.86600017547607,57313203,10251.9143020866,0.000507655020181809,0.631913721561432,"Iq_GFCF",338773.09375,0.754309,0.00591090841232517,0.333556602098605
"158","LTU",2003,14,14937.1,1425.71,4.35045972699496,75.8187786796504,7987.08959828019,12.8739995956421,3415213,8261.5662668472,0.00169657217737021,0.534714877605438,"Iq_GFCF",4204.41845703125,0.754846,0.00123108528136642,-0.433779593722946
"159","LUX",2003,15,23456,292.5,38.3558096979022,98.3691278637809,13800.1879577637,3.67499995231628,451630,139852.546066101,0.152454096349747,0.588343620300293,"Iq_GFCF",5719.16796875,0.754309,0.0126633925309435,-0.471930953924266
"160","LVA",2003,16,8565.1,958.28,3.54029134727502,73.7001430813686,4211.49790425301,12.0609998703003,2287955,5937.72747453365,0.00216773774806743,0.49170446395874,"Iq_GFCF",3272.26586914062,0.754798,0.00143021426083145,-0.449516385931718
"161","NLD",2003,17,458616,8380,29.1675788095791,92.5938435815441,313519.851666927,3.59299993515015,16225302,28475.2936297957,0.00230948068569535,0.6836217045784,"Iq_GFCF",119816.515625,0.754309,0.00738454764200999,-0.199652095082409
"162","PRT",2003,18,127819,5100.19,10.6621687419982,89.8162622188418,88224.1899147034,6.13199996948242,10458821,8336.23786608352,0.00154910432169063,0.690227508544922,"Iq_GFCF",39224.3671875,0.754309,0.00375036222414553,-0.310072240246936
"163","ROU",2003,19,176974.4,9569.4,13.175919821675,75.1875356829424,112082.667119598,6.94999980926514,21574326,3477.81861071648,0.000119645328888577,0.633327007293701,"Iq_GFCF",77926.1796875,3.1779,0.00361198675163711,-0.159609007019781
"164","SWE",2003,20,2363794,4368,214.640989466737,91.6680292082913,1313549.76851082,5.55499982833862,8958229,17472.3955958105,0.00408676070055502,0.555695533752441,"Iq_GFCF",648906.1875,7.207524,0.0724368831718859,-0.334722609045133
"165","SVN",2003,21,22473.3,931.29,12.024684521597,84.8114095407587,16308.0772669494,6.47900009155273,1995733,14760.0763206676,0.00748019091970797,0.725664556026459,"Iq_GFCF",7936.6494140625,0.754309,0.00397680922952244,-0.450425048237764
"166","SVK",2003,22,37160.2,2060.47,6.19083898329068,78.4148268475246,18725.0222496748,17.1200008392334,5373374,11448.0606782879,0.00170621837234391,0.503899931907654,"Iq_GFCF",11616.7646484375,0.754309,0.00216191254292694,-0.41240936454972
"167","GBR",2003,23,1127457,28223.08,18.1293799861224,93.749052933605,726611.581395328,4.80700016021729,59647577,9761.11968398605,0.000489654734132969,0.644469439983368,"Iq_GFCF",246017.34375,0.647179,0.00412451529674039,0.468397509654244
"168","USA",2003,24,11292956,144157.65625,32.7631368150563,87.8503341674805,6724195.5,5.98899984359741,290107933,4663.4946466434,0.000134180197426149,0.595432719298649,"Iq_GFCF",2835902,1,0.00977533420294301,4.37152383072556
"169","AUT",2004,1,216098.3,3826.82,23.3553444273425,91.7471576128055,142453.43183229,5.83400011062622,8171966,22897.4596653204,0.0042899176826315,0.659206628799439,"Iq_GFCF",65546.9609375,0.754309,0.00802095370165515,-0.352942315113515
"170","BGR",2004,2,34943.7,3403.39,4.76126280326555,80.0307787432892,18952.4340600729,12.0369997024536,7716860,5441.85053282975,0.000397184143878084,0.542370557785034,"Iq_GFCF",12412.255859375,1.477392,0.00160845938106626,-0.367197775663673
"171","CYP",2004,3,12190.1,353.61,14.6215039508208,95.4330351743304,8271.40858904719,4.33300018310547,1010408,14939.7964543211,0.015829399013669,0.678534924983978,"Iq_GFCF",3412.84643554688,0.754309,0.00337769142321406,-0.469873586250223
"172","CZE",2004,4,2771180,4828.89,184.988577175552,85.3133053746614,1526148.64400029,8.21000003814697,10197101,16347.953179036,0.00139546105356948,0.55072158575058,"Iq_GFCF",892502.125,19.09825,0.0875250843352439,-0.319205996587436
"173","DEU",2004,5,2057626,39337,25.7709719587234,94.8853145624579,1372356.56923807,10.7270002365112,82516260,15638.5979512923,0.00040062502896252,0.666961133480072,"Iq_GFCF",476715.84375,0.754309,0.00577723522309421,0.842565726638441
"174","DNK",2004,6,1291322,2744,248.169151871109,95.9816445633266,847170.292836785,5.2039999961853,5404523,22224.5172552602,0.0078608354923017,0.656048834323883,"Iq_GFCF",338226.125,5.624075,0.0625820493316431,-0.389397213899436
"175","EST",2004,7,8595.8,603.98,5.38686766154052,81.1681198730461,4733.25114508867,10.2480001449585,1362550,14505.2164167433,0.00613574755205589,0.550646960735321,"Iq_GFCF",3734.10400390625,0.754595,0.00274052622208818,-0.461444472446422
"176","GRC",2004,8,174773,4604.09,12.6526628720413,101.26150796356,103948.750064969,10.3109998703003,10955141,7092.9457495185,0.00193058580361258,0.594764351844788,"Iq_GFCF",50541.0703125,0.754309,0.00461345685212997,-0.32677425469781
"177","ESP",2004,9,776193,18970.1,17.3916742047552,92.2287913663831,496692.677628458,11.0900001525879,42921895,9476.97860715724,0.000558550772346701,0.639908730983734,"Iq_GFCF",272112.514432634,0.754309,0.00633971343605947,0.156880868505987
"178","FIN",2004,10,138752,2373.6,24.0650475457125,95.5968169771796,88429.7116088867,10.3579998016357,5228172,16847.5508072124,0.00672961514854748,0.637322068214417,"Iq_GFCF",40136.140625,0.754309,0.00767689751312696,-0.401867333134679
"179","FRA",2004,11,1532690,26141,28.3417465476435,97.2628497572381,1026927.44832635,8.91399955749512,62704895,10976.7109734138,0.000516775772017956,0.670016407966614,"Iq_GFCF",418603.53125,0.754309,0.00667577118580615,0.398300895568624
"180","IRL",2004,12,136963.7,1870.43,21.0041275602237,82.7890789817138,74002.1417973638,4.49100017547607,4070262,44322.9560468857,0.0109600228472739,0.540304780006409,"Iq_GFCF",37623.88671875,0.754309,0.00924360316823585,-0.418807370649789
"181","ITA",2004,13,1307733.7,24364.6,20.6771355020794,99.9990012589567,824666.660615242,7.86600017547607,57685327,10644.5069080456,0.000521001901489303,0.630607485771179,"Iq_GFCF",345830.5,0.754309,0.00599512073494877,0.338495496514939
"182","LTU",2004,14,16499.6,1410.1,4.50402894224989,77.6500454387775,8918.60199182033,10.6840000152588,3377075,9395.02691718879,0.00191660954253207,0.540534436702728,"Iq_GFCF",4868.8720703125,0.754846,0.00144174235701384,-0.434305129795467
"183","LUX",2004,15,24841,299.39,38.805639257655,99.1199295962484,14674.442665875,5.11299991607666,458095,157397.675427507,0.156930978312161,0.590734779834747,"Iq_GFCF",6060.5322265625,0.754309,0.0132298589300527,-0.471698990853179
"184","LVA",2004,16,9917.2,960.62,3.90025264764034,81.7239930074584,4844.68696389198,11.7080001831055,2263122,7034.06066764639,0.00256532502685387,0.488513588905334,"Iq_GFCF",4216.57958984375,0.754798,0.00186316936950096,-0.449437606020783
"185","NLD",2004,17,472578,8285,29.389545200955,94.2648308032007,319752.715501428,4.64599990844727,16281779,30594.6713452703,0.00236330894816805,0.676613628864288,"Iq_GFCF",120060.375,0.754309,0.00737391012370331,-0.202850424799871
"186","PRT",2004,18,133269.8,5064.18,10.6543419557828,91.6925570134274,90038.0290704131,6.31699991226196,10483861,8557.83554035511,0.00160745916069487,0.675607144832611,"Iq_GFCF",39280.87890625,0.754309,0.00374679508877979,-0.311284575542997
"187","ROU",2004,19,222310.9,9410.4,13.0054870378137,82.4417183077886,126745.713799453,7.7189998626709,21451748,4106.69292873926,0.00015201804980447,0.570128202438354,"Iq_GFCF",85411.984375,3.1779,0.00398158622667952,-0.164962000967955
"188","SWE",2004,20,2480239,4337,219.560072604068,95.111008236174,1358808.42920649,6.69299983978271,8993531,19223.5170185937,0.00425448466918628,0.547853827476501,"Iq_GFCF",686263.75,7.207524,0.0763063751045057,-0.335766274531884
"189","SVN",2004,21,24283.7,934.01,12.2902007931609,87.5882751123223,17439.9157057524,6.01200008392334,1997012,16616.3408400828,0.00807242874816406,0.718173742294312,"Iq_GFCF",8364.6259765625,0.754309,0.00418857071292636,-0.450333475007958
"190","SVK",2004,22,41274.5,2055.73,6.14847051065595,80.1555426378204,20207.3015513122,18.5990009307861,5372280,13352.8739006556,0.00189589923747564,0.489583194255829,"Iq_GFCF",12164.0283203125,0.754309,0.00226422083739353,-0.412568944369308
"191","GBR",2004,23,1180753,28533.45,18.6751518343767,95.5456980954522,769127.478250563,4.5939998626709,59987905,9876.2033150709,0.000506999173091789,0.651387274265289,"Iq_GFCF",251927.625,0.647179,0.00419964032749602,0.478846621174336
"192","USA",2004,24,12032887,145791.46875,33.3971255636223,90.068962097168,7121041,5.52899980545044,292805298,5113.63739245801,0.00014034985787534,0.591798211019517,"Iq_GFCF",3009250.5,1,0.010277308916726,4.42652878937305
"193","AUT",2005,1,225888.1,3872.9,23.5031276415918,94.0438631631046,146189.592059547,5.62799978256226,8227829,24121.8326395625,0.00442357656617236,0.647177040576935,"Iq_GFCF",65712.625,0.754309,0.00798662988742231,-0.351390956867402
"194","BGR",2005,2,39661.7,3495.27,4.94489780605876,83.3294975786711,21456.5970689297,10.0830001831055,7658972,6100.84432245702,0.00045765121383105,0.540990352630615,"Iq_GFCF",15730.4345703125,1.477392,0.00205385717173434,-0.364104485827458
"195","CYP",2005,3,12949.8,366.45,15.7393628885199,98.1901112234667,9193.08645515442,5.30399990081787,1027662,15077.5685103963,0.016255980733856,0.709901809692383,"Iq_GFCF",3633.78442382812,0.754309,0.00353597235650255,-0.469441306738936
"196","CZE",2005,4,2950883,4922.64,191.9140479762,89.3081007588851,1610541.19945931,7.92700004577637,10211216,18853.5235386028,0.00148184742687366,0.545782804489136,"Iq_GFCF",949567.125,19.09825,0.0929925608272315,-0.31604975015573
"197","DEU",2005,5,2082086,39326,25.9130559703375,96.2804245952527,1376093.81814361,11.1669998168945,82469422,16797.4647855673,0.000405848058706965,0.660920739173889,"Iq_GFCF",479550.40625,0.754309,0.00581488744094751,0.842195393723788
"198","DNK",2005,6,1347650,2783,249.977285383012,96.6126505191244,884749.310061336,4.82999992370605,5419432,24500.6176713255,0.00815865313114221,0.656512677669525,"Iq_GFCF",358326.4375,5.624075,0.066118817894569,-0.388084215383846
"199","EST",2005,7,9972.7,617.7,5.68260040977012,86.474735567379,5437.42266331911,8.03299999237061,1354775,17120.1499791681,0.00720053032444767,0.545230746269226,"Iq_GFCF",4306.12353515625,0.754595,0.00317847874012751,-0.460982566301964
"200","GRC",2005,8,178820.5,4646.87,12.8019114194021,98.190956175721,110975.733176321,9.99400043487549,10987314,7322.10067732997,0.00196374432544659,0.620598495006561,"Iq_GFCF",44536.71875,0.754309,0.00405346736700162,-0.325333996326094
"201","ESP",2005,9,834247,19784,17.3926885645316,92.4013338964741,532876.180222929,9.14599990844727,43653155,9494.06306441706,0.000580382206262287,0.638751089572906,"Iq_GFCF",292475.35345619,0.754309,0.00669998201633283,0.184282137527488
"202","FIN",2005,10,143621,2410.6,24.8055756273059,97.1630092030691,92828.6324179173,8.38399982452393,5246096,17997.6603883067,0.00691824900886182,0.646344423294067,"Iq_GFCF",41440.19921875,0.754309,0.00789924530903552,-0.400621667876299
"203","FRA",2005,11,1586085,26321,28.5948598564121,97.9517643126931,1064652.7268225,8.49300003051758,63179351,11311.5622699119,0.000526777052172038,0.671245694160461,"Iq_GFCF",430741.15625,0.754309,0.00681775215212325,0.4043608887175
"204","IRL",2005,12,148984.2,1961.54,21.3802687999567,83.2215104824378,81512.6491598725,4.34200000762939,4159914,45297.8950814304,0.011413588721911,0.547122776508331,"Iq_GFCF",43958.7265625,0.754309,0.0105672200344767,-0.4157400041176
"205","ITA",2005,13,1343622.5,24501.3,20.9554193666971,100.460033044958,854760.993418097,7.73099994659424,57969484,10941.9376302188,0.000530064975823049,0.63616156578064,"Iq_GFCF",351583.78125,0.754309,0.00606498034810867,0.343097724645224
"206","LTU",2005,14,19009.7,1420.72,4.80117568894974,83.0067571156418,10246.4476344645,8.32499980926514,3322528,11628.8534302264,0.00228128532084501,0.539011538028717,"Iq_GFCF",5427.46337890625,0.754846,0.0016335342783887,-0.433947590199684
"207","LUX",2005,15,26668.2,307.69,39.1022106194654,100.986219234443,15580.8665260077,4.48799991607666,465158,168954.932630142,0.163396754067235,0.584248900413513,"Iq_GFCF",5999.00244140625,0.754309,0.0128966984151756,-0.471419557835758
"208","LVA",2005,16,12084.7,969.15,4.4419274576429,88.5253090010565,6206.88045634031,10.0329999923706,2238799,8696.24763548462,0.00319429428430742,0.513614773750305,"Iq_GFCF",5074.6416015625,0.754798,0.00226668030562927,-0.449150429678783
"209","NLD",2005,17,491394,8340,29.5809309080465,96.537421953265,326771.045513749,5.87200021743774,16319868,32619.3153202403,0.00244594831852514,0.664987862110138,"Iq_GFCF",123975.046875,0.754309,0.0075965716680429,-0.200998760226604
"210","PRT",2005,18,137599.4,5040.96,10.8436411540373,92.4602365638074,93829.2802662611,7.58199977874756,10503330,8427.3903526954,0.00165353438109272,0.681901812553406,"Iq_GFCF",39317.68359375,0.754309,0.00374335411662301,-0.312066314659202
"211","ROU",2005,19,256766.9,9267.2,15.0635429952013,86.3932521284824,161800.289796811,7.17399978637695,21319685,4121.95920257123,0.000177761310553093,0.630144655704498,"Iq_GFCF",95255.953125,3.1779,0.00446798126355994,-0.169783062184171
"212","SWE",2005,20,2561764,4349,225.522216970921,97.4045485819708,1407639.20536804,7.48600006103516,9029572,20766.6567890903,0.00435931940238504,0.549480438232422,"Iq_GFCF",720894,7.207524,0.0798370066709696,-0.335362274988626
"213","SVN",2005,21,25681.7,929.49,13.1007903441039,93.5610345664471,18405.2941564143,6.50600004196167,2000474,18705.0967169509,0.00850763122287389,0.716669619083405,"Iq_GFCF",8654.734375,0.754309,0.00432634184448286,-0.450485648169252
"214","SVK",2005,22,44744.2,2088.91,6.41108498614119,82.0078059880277,22325.7495313704,16.2560005187988,5372807,14907.12990734,0.00205487296078042,0.498964101076126,"Iq_GFCF",14171.2958984375,0.754309,0.00263759630644419,-0.411451885632198
"215","GBR",2005,23,1251115,28853.15,18.6258798794185,96.6219226171587,803756.727098823,4.75,60401206,10658.6639035744,0.00052988496173447,0.642432332038879,"Iq_GFCF",263363.8125,0.647179,0.0043602409610828,0.489609842339312
"216","USA",2005,24,12841435,148074.3125,33.5244309471646,91.9032363891602,7479989.5,5.08300018310547,295516599,5446.04882192478,0.000147044842957417,0.582488600378384,"Iq_GFCF",3179129,1,0.0107578694758869,4.50338444206724
"217","AUT",2006,1,239076,3940.73,23.9572134959086,96.8359380276702,153166.441523552,5.24300003051758,8268641,25966.6509362945,0.00463573304304106,0.640660047531128,"Iq_GFCF",66468.7109375,0.754309,0.00803864999550712,-0.349107349449134
"218","BGR",2006,2,44859.6,3612.04,5.00658689054468,86.6126992740068,23639.9508083582,8.95100021362305,7601022,7252.21959984584,0.000525551977692721,0.526976406574249,"Iq_GFCF",17767.5390625,1.477392,0.00233751975227805,-0.360173233605268
"219","CYP",2006,3,13935.9,373.25,15.6605961843012,101.742308451986,9499.93511756659,4.54300022125244,1045507,14890.0704925712,0.0169017565530029,0.681687951087952,"Iq_GFCF",4392.15625,0.754309,0.00420098215506926,-0.469212373664423
"220","CZE",2006,4,3191123,4988.98,203.627909125456,95.596829586411,1726399.47244716,7.14799976348877,10238905,21069.3934237568,0.00159383347181911,0.541000604629517,"Iq_GFCF",1005318.1875,19.09825,0.0981861036409655,-0.313816306014083
"221","DEU",2006,5,2164972,39635,25.7273647363847,98.18461107813,1393069.86257839,10.25,82376451,19005.5859460164,0.000422957606270532,0.643458604812622,"Iq_GFCF",516123.1875,0.754309,0.00626542150377418,0.852598381962691
"222","DNK",2006,6,1428654,2846,252.408000695514,97.8145120241444,935413.064909935,3.8970000743866,5437272,27128.7170788029,0.00859238720168886,0.654751300811768,"Iq_GFCF",407305.71875,5.624075,0.0749099399018478,-0.38596321778174
"223","EST",2006,7,11889,632.55,6.10759281837482,92.5887177431774,6506.98482567072,5.91499996185303,1346810,18269.3552134998,0.00868597828238145,0.547311365604401,"Iq_GFCF",5290.80517578125,0.754595,0.00392839760306298,-0.460482616867181
"224","GRC",2006,8,193047.1,4731.34,12.8341148646495,101.172952344732,116566.073134071,9.00800037384033,11020362,7662.75717044121,0.00210728012585835,0.603821933269501,"Iq_GFCF",53172.09765625,0.754309,0.00482489573901928,-0.322490176207841
"225","ESP",2006,9,900092,20609.2,17.4868325026463,93.0894629495517,573773.766988516,8.45199966430664,44397319,9819.85662470891,0.000605374497368313,0.637461245059967,"Iq_GFCF",313988.16152309,0.754309,0.00707223248149489,0.212063839452224
"226","FIN",2006,10,150475,2454.6,25.4273912927745,99.3430457653726,97508.9124441147,7.7189998626709,5266268,19947.8638987896,0.00719298491309961,0.648007392883301,"Iq_GFCF",41982.6484375,0.754309,0.0079719923933799,-0.399140336217684
"227","FRA",2006,11,1654464,26607,29.3101201233517,100.417891433339,1110374.9230957,8.44799995422363,63621381,11892.090957026,0.000541878410649316,0.671138763427734,"Iq_GFCF",446443.5,0.754309,0.0070171928521954,0.413989544498491
"228","IRL",2006,12,162077.9,2051.94,21.4994018534494,83.3445160445927,89039.0148500144,4.41499996185303,4273591,45990.0255324411,0.011764909732642,0.549359381198883,"Iq_GFCF",47128.73046875,0.754309,0.0110278991295026,-0.41269654089172
"229","ITA",2006,13,1387174.4,24983.8,21.083870566505,100.406878011112,888346.392626953,6.77699995040894,58143979,11814.1908504646,0.000543966654942777,0.640399932861328,"Iq_GFCF",362820.3125,0.754309,0.00624003239441181,0.359341872947072
"230","LTU",2006,14,21733.7,1416.26,5.46192221587338,89.6628440132139,12337.5964152277,5.78000020980835,3269909,13131.246136615,0.00269279924421294,0.567671239376068,"Iq_GFCF",6490.87646484375,0.754846,0.00198503275315727,-0.434097743363261
"231","LUX",2006,15,30338.9,319.48,37.8764305082495,102.678558372913,16886.8172293246,4.73099994659424,472637,190653.758636796,0.180050821384872,0.556606113910675,"Iq_GFCF",6196.53271484375,0.754309,0.0131105535851906,-0.471022628284507
"232","LVA",2006,16,15131,1024.95,4.85029348473774,93.1089747432607,8068.21755290031,7.03000020980835,2218357,9089.37485291456,0.00407355902673071,0.53322434425354,"Iq_GFCF",5843.35693359375,0.754798,0.00263409222843472,-0.447271831802632
"233","NLD",2006,17,520586,8521,29.4321667343624,97.8676437497792,339760.731469035,5.0019998550415,16346101,35002.7243519318,0.00258294309901198,0.652650535106659,"Iq_GFCF",132614.953125,0.754309,0.00811294100807281,-0.194905100449123
"234","PRT",2006,18,143579.4,5060.86,10.7699863612454,94.1210836791179,95526.1064922452,7.64699983596802,10522288,9582.07986705745,0.00171918445545502,0.66531902551651,"Iq_GFCF",38985.0703125,0.754309,0.00370499936064286,-0.311396348749965
"235","ROU",2006,19,306623.5,9330.7,15.4457416341353,91.8833132365776,186281.822888643,7.26900005340576,21193760,4522.44818972491,0.000214807373823675,0.607526242733002,"Iq_GFCF",120541.9296875,3.1779,0.00568761416980753,-0.167645231267762
"236","SWE",2006,20,2734798,4423,228.659059194843,100.747910882608,1473057.63707232,7.06599998474121,9080505,22799.8920419417,0.00460170901143215,0.538634896278381,"Iq_GFCF",788440.75,7.207524,0.0868278526359492,-0.332870944471865
"237","SVN",2006,21,27734.7,944.14,13.7179639075828,99.2147384508894,19626.9780419469,5.94999980926514,2006868,21384.6403307338,0.00912928083169874,0.707668662071228,"Iq_GFCF",9537.298828125,0.754309,0.00475232991314077,-0.449992432060191
"238","SVK",2006,22,50714.3,2132.39,6.71882656833869,88.1630390443797,24667.7911158592,13.3730001449585,5373054,18171.7168046537,0.0023288350844923,0.48640701174736,"Iq_GFCF",15457.5673828125,0.754309,0.00287686804986745,-0.409988060620459
"239","GBR",2006,23,1321047,29140.45,19.1792047495768,98.3623807256399,858432.328330636,5.34999990463257,60846820,11802.1060748871,0.000551338195820869,0.64981210231781,"Iq_GFCF",272213.15625,0.647179,0.0044737449919322,0.49928226473749
"240","USA",2006,24,13610020,150539.5,33.8022562559186,92.8475112915039,7918992,4.6230001449585,298379912,5906.76066351276,0.000152869061849456,0.581850136884443,"Iq_GFCF",3248729.5,1,0.0108878961664148,4.5863789940711
"241","AUT",2007,1,253604.7,4012.73,24.1961109061106,99.3970461163238,159866.432560766,4.85799980163574,8295487,27755.208122123,0.004885671179892,0.63037645816803,"Iq_GFCF",69555.703125,0.754309,0.00838476428508658,-0.346683352189584
"242","BGR",2007,2,53854.1,3726.74,5.04990238742386,90.1713796006744,27495.6517103016,6.87799978256226,7545338,8681.25531670226,0.000640273652971119,0.510558187961578,"Iq_GFCF",20087.275390625,1.477392,0.00266221014759379,-0.35631167130429
"243","CYP",2007,3,15116,389.77,15.0759050427605,100.789569150865,10013.4466736317,3.92199993133545,1063713,15330.4328356827,0.0177108196184683,0.662440240383148,"Iq_GFCF",4722.7392578125,0.754309,0.00443986231042819,-0.468656200959871
"244","CZE",2007,4,3475914,5093.14,209.390836625028,99.42337733056,1859268.50388658,5.32000017166138,10298828,22531.2851721271,0.00171593107207731,0.534900605678558,"Iq_GFCF",1141263.125,19.09825,0.110814854369837,-0.3103095899786
